rank,name,elo,bestWin,bestWinElo,GCs
1,Sound Check / Waubonsie Valley High School,2137,F.C. Singers / Franklin Central High School,1973,5
2,Millennium / Waukee High School,2012,Expressions / Buffalo Grove High School,1834,4
3,F.C. Singers / Franklin Central High School,1973,Varsity Singers / Huntington North High School,1899,3
4,Grand Central Station / La Crosse Central High School,1964,10th Street Edition / Linn-Mar High School,1825,5
5,The Classics / Wheaton Warrenville South High School,1948,Riverside Company / Hastings High School,1868,3
6,Attaché / Clinton High School,1942,Center Stage / Oak Grove High School,1668,2
7,Royalaires / Zionsville High School,1939,Classic Connection / DeKalb High School,1883,4
8,Friend de Coup / Mitchell High School,1908,Expressions / Buffalo Grove High School,1834,3
9,Varsity Singers / Huntington North High School,1899,Classic Connection / DeKalb High School,1883,3
10,Choraliers / Fairfield Senior High School,1892,New Dimensions / Clover Hill High School,1854,4
11,Swingers Unlimited / Marysville High School,1891,Varsity Singers / Huntington North High School,1899,5
12,First Edition / Findlay High School,1885,Classic Connection / DeKalb High School,1883,3
13,Classic Connection / DeKalb High School,1883,The Music Machine / Bonita Vista High School,1775,4
14,Titan Fever / Glenwood High School,1880,The Classics / Wheaton Warrenville South High School,1948,3
15,By Request / Loveland High School,1876,Varsity Singers / Huntington North High School,1899,3
16,Riverside Company / Hastings High School,1868,Amazing Technicolor Show Choir / Westside High School,1731,3
17,Sound FX / Los Alamitos High School,1866,Powerhouse / John Burroughs High School,1688,1
18,New Dimensions / Clover Hill High School,1854,Spotlight / Cosby High School,1690,3
19,VIBE / Daniel Hand High School,1853,Panache / Oliver Ames High School,1714,1
20,Sound System / Center Grove High School,1852,Northern Lights / Northridge High School,1666,4
21,Expressions / Buffalo Grove High School,1834,Varsity Singers / Huntington North High School,1899,3
22,10th Street Edition / Linn-Mar High School,1825,Central Singers Inc. / Davenport Central High School,1730,3
23,Spectrum / Ankeny Centennial High School,1810,10th Street Edition / Linn-Mar High School,1825,1
24,In Sync / Burbank High School,1808,Friend de Coup / Mitchell High School,1908,0
25,Choralation / Valley High School,1806,The Headliners / Sioux City East High School,1774,2
26,Visual Volume / Poca High School,1784,Express / Troy Buchanan High School,1620,4
27,West in the Groove / Millard West High School,1780,Innovation / Johnston High School,1738,2
28,The Music Machine / Bonita Vista High School,1775,Sound FX / Hanover High School,1493,0
29,The Headliners / Sioux City East High School,1774,Friend de Coup / Mitchell High School,1908,3
30,Encores / Pike High School,1769,Classic Connection / DeKalb High School,1883,0
31,City Lights / Rock Bridge High School,1760,Hillside Singers / Pleasant Hill High School,1549,2
32,Mixed Company / Prospect High School,1741,Company of Singers / Totino-Grace High School,1664,0
33,Innovation / Johnston High School,1738,West in the Groove / Millard West High School,1780,1
34,Great Expectations / Twinsburg High School,1737,First Edition / Findlay High School,1885,2
35,Harmony / Gering High School,1737,21st Century Singers / Bayard Secondary School,1608,1
36,Voices 'N Harmony / Lincoln Northeast High School,1732,West Connection / Bellevue West High School,1609,0
37,Amazing Technicolor Show Choir / Westside High School,1731,10th Street Edition / Linn-Mar High School,1825,2
38,Central Singers Inc. / Davenport Central High School,1730,Choralation / Valley High School,1806,0
39,Hilltoppers / Onalaska High School,1729,Company of Singers / Totino-Grace High School,1664,3
40,Flight / Wheaton North High School,1727,Swingsations / Mt. Zion High School,1722,1
41,The Ambassadors / Prairie High School,1725,The Headliners / Sioux City East High School,1774,2
42,4th Avenue Jazz Company / Iowa City High School,1723,Riverside Company / Hastings High School,1868,1
43,Swingsations / Mt. Zion High School,1722,Rhythm in Gold / Bloomington Kennedy High School,1577,2
44,Music in Motion / Solon High School,1721,Choraliers / Fairfield Senior High School,1892,1
45,Panache / Oliver Ames High School,1714,The Music Machine / Bonita Vista High School,1775,0
46,The All Americans / ETC School of Musical Arts,1710,First Edition / Findlay High School,1885,1
47,Good Time Company / Iowa City West High School,1702,The Headliners / Sioux City East High School,1774,1
48,Varsity Singers / Auburn High School,1698,Reveillon / Jackson Preparatory School,1654,1
49,Titanium / Papillion-La Vista South High School,1691,West in the Groove / Millard West High School,1780,1
50,Spotlight / Cosby High School,1690,Knight Scene / Thomas Dale High School,1613,1
51,Powerhouse / John Burroughs High School,1688,Center Stage / Oak Grove High School,1668,0
52,Soundsations / Petal High School,1682,Center Stage / Oak Grove High School,1668,1
53,Rhythm In Red / Cabell Midland High School,1680,Red Hot / Hurricane High School,1469,3
54,New Score Singers / Smith-Cotton High School,1677,Lights Cameron, Action! / Cameron High School,1626,3
55,Counterpoints / North Central High School,1670,Belles et Beaux / Plainfield High School,1584,1
56,Center Stage / Oak Grove High School,1668,Momentum / Cedar Rapids Washington High School,1583,2
57,Northern Lights / Northridge High School,1666,Pointe Singers / Grosse Pointe South High School,1655,0
58,Company of Singers / Totino-Grace High School,1664,Hilltoppers / Onalaska High School,1729,1
59,CenterStage! / Albertville High School,1662,Varsity Singers / Auburn High School,1698,1
60,Pointe Singers / Grosse Pointe South High School,1655,The Company / Piqua High School,1518,1
61,Reveillon / Jackson Preparatory School,1654,Soundsations / Petal High School,1682,1
62,Harmonia Mundi / Bishop Heelan Catholic School,1652,Purple Harmony / Keokuk High School,1604,2
63,Northside Establishment / Davenport North High School,1649,River City Rhythm / Muscatine High School,1560,1
64,The Network / Homewood High School,1647,Soundsations / Petal High School,1682,2
65,Music Warehouse / Edgewood High School,1641,Classic Connection / DeKalb High School,1883,1
66,Vocalmotive / Bemidji High School,1640,Spotlighters / Craig High School,1608,0
67,Show Cards / Colerain High School,1640,Rhythm In Red / Cabell Midland High School,1680,2
68,Dimensions / Dowling Catholic High School,1636,Innovation / Johnston High School,1738,0
69,Magic / Legacy High School,1631,Tribe Show Choir / Keller High School,1600,2
70,Ovations / Opelika High School,1630,Singers / Oak Mountain High School,1498,1
71,Lights Cameron, Action! / Cameron High School,1626,RAMification / Southeast Polk High School,1548,0
72,Limited Edition / Beatrice High School,1624,Ovation! / O'Gorman High School,1512,0
73,Studio / Urbandale High School,1623,Dimensions / Dowling Catholic High School,1636,1
74,Express / Troy Buchanan High School,1620,Premiers / Ben Davis High School,1543,0
75,14 Karat Gold / Grand Island Northwest High School,1614,Limited Edition / Beatrice High School,1624,1
76,Infinity / Millard North High School,1613,Harmonia Mundi / Bishop Heelan Catholic School,1652,0
77,Knight Scene / Thomas Dale High School,1613,Illusion / Atlee High School,1450,0
78,Power Company / Waconia High School,1611,Hilltoppers / Onalaska High School,1729,0
79,West Connection / Bellevue West High School,1609,Jefferson Edition / Council Bluffs Jefferson High School,1475,1
80,21st Century Singers / Bayard Secondary School,1608,9th Street Singers / Chase County High School,1544,0
81,Spotlighters / Craig High School,1608,Flight / Wheaton North High School,1727,1
82,New Era / Churubusco Jr/Sr High School,1606,Minstrels / Bishop Luers High School,1465,1
