rank,name,elo,bestWin,bestWinElo,GCs
49,Knight Sensations / Castle High School,1709,Belles et Beaux / Plainfield High School,1768,1
50,Music in Motion / Solon High School,1706,Show Cards / Colerain High School,1818,1
51,Grand Central Station / La Crosse Central High School,1702,Midwest Express / Holmen High School,1738,1
52,Flight / Wheaton North High School,1699,Choraliers / Fairfield Senior High School,1839,1
53,West in the Groove / Millard West High School,1690,Resonance / Lincoln Southwest High School,1762,1
54,Company of Singers / Totino-Grace High School,1677,Amazing Technicolor Show Choir / Westside High School,1809,0
55,Purple Harmony / Keokuk High School,1676,InMotion / Mt. Pleasant Community High School,1462,3
56,Sound Revolution / Norwalk High School,1673,South on Stage / Millard South High School,1669,2
57,Sound FX / Hanover High School,1673,Spotlight / Cosby High School,1623,1
58,West Side Delegation / Cedar Rapids Jefferson High School,1672,Swingsations / Mt. Zion High School,1822,1
59,Amherechos / Amherst County High School,1670,Harbor Lights / Kecoughtan High School,1561,1
60,South on Stage / Millard South High School,1669,Executive Suite / Sioux Falls Roosevelt High School,1641,1
61,The Network / Homewood High School,1667,Imagination / West Jones High School,1605,2
62,Evolution / American Leadership Academy,1666,Music Warehouse / Edgewood High School,1849,0
63,Modulations / El Paso-Gridley High School,1666,Midwest Express / Holmen High School,1738,3
64,Pointe Singers / Grosse Pointe South High School,1666,The Company / Piqua High School,1636,0
65,Fantasy / Shepherd Hill Regional High School,1666,Sound Vibrations / Hart High School,1648,2
66,Power Company / Waconia High School,1663,Hilltoppers / Onalaska High School,1792,1
67,Flight / Wichita All-City,1663,River City Rhythm / Muscatine High School,1551,0
68,The Music Machine / Bonita Vista High School,1662,N/A,-1,0
69,Varsity Singers / Auburn High School,1656,The Network / Homewood High School,1667,2
70,Ovations / Opelika High School,1655,Magic / Manteno High School,1527,1
71,Vivace / Skutt Catholic High School,1653,Rebelaires / Westwood Jr/Sr High School,1573,1
72,Panache / Oliver Ames High School,1651,Fantasy / Shepherd Hill Regional High School,1666,0
73,Free Spirit / Papillion-La Vista High School,1650,Blackout / Elkhorn South High School,1725,1
74,Sound Vibrations / Hart High School,1648,Choral Spectrum / South Windsor High School,1486,0
75,Choralation / Valley High School,1648,Old Abe Show Choir / Memorial High School,1578,0
76,G Major / St. George's School of Montreal,1644,N/A,-1,0
77,VIBE / Daniel Hand High School,1643,Choral Spectrum / South Windsor High School,1486,1
78,Soundsations / Petal High School,1643,The Network / Homewood High School,1667,0
79,Executive Suite / Sioux Falls Roosevelt High School,1641,Vivace / Skutt Catholic High School,1653,2
80,Xhilaration / Xavier High School,1640,Central Singers Inc. / Davenport Central High School,1767,0
81,Venus / Gateway High School,1637,Ascension / Vista PEAK Preparatory,1576,0
82,The Company / Piqua High School,1636,Harding Singers / Marion Harding High School,1495,1
83,Momentum / Cedar Rapids Washington High School,1626,Swingsations / Mt. Zion High School,1822,1
84,Friends / Beavercreek High School,1625,First Edition / Findlay High School,1819,2
85,Spotlight / Cosby High School,1623,Red Hot / Hurricane High School,1613,2
86,Reveillon / Jackson Preparatory School,1623,Soundsations / Petal High School,1643,1
87,South High Street Singers / Fort Atkinson High School,1621,Grand Central Station / La Crosse Central High School,1702,2
88,Spotlight Singers & Company / Brownsburg High School,1619,Belles et Beaux / Plainfield High School,1768,0
89,Sound Express / Carlsbad High School,1618,N/A,-1,0
90,Masquerade / Brea Olinda High School,1618,N/A,-1,0
91,Good Time Company / Iowa City West High School,1617,Central Singers Inc. / Davenport Central High School,1767,0
92,Northside Establishment / Davenport North High School,1616,Modulations / El Paso-Gridley High School,1666,1
93,Tiffany & Company / Brea Olinda High School,1615,N/A,-1,0
94,Rhythm Masters / Whiteland Community High School,1615,Belles et Beaux / Plainfield High School,1768,1
95,Silver Elite / Legacy High School,1613,Show Choir / Putnam City North High School,1553,1
96,Red Hot / Hurricane High School,1613,High Impact / Matoaca High School,1499,4
97,Vocalmotive / Bemidji High School,1612,Rhythm in Gold / Bloomington Kennedy High School,1758,0
98,Spotlighters / Craig High School,1609,South High Street Singers / Fort Atkinson High School,1621,2
99,Satin 'n Lace / Rock Bridge High School,1606,River City Revue / Hannibal High School,1542,0
100,Imagination / West Jones High School,1605,Visions / Grenada High School,1567,1
101,Encore Singers / Jay M. Robinson Middle School,1600,N/A,-1,0
102,Voices In Perfection / Capital High School,1598,Esprit / Southwestern Jr/Sr High School,1430,1
103,Encore Entertainment Company / Medina High School,1595,By Request / Loveland High School,1824,1
104,Singers / Lebanon High School,1588,Keynotes / Olentangy High School,1489,1
105,Infinity / Millard North High School,1585,Excel / Elkhorn High School,1791,2
106,Bridge Street Singers / St. Francis High School,1584,Rhythm in Gold / Bloomington Kennedy High School,1758,0
107,14 Karat Gold / Grand Island Northwest High School,1582,Free Spirit / Papillion-La Vista High School,1650,0
108,Vocal Motion / Bradley Central High School,1580,Spotlight / Cosby High School,1623,1
109,Old Abe Show Choir / Memorial High School,1578,Northern Lights / North St. Paul High School,1526,0
110,Center Stage / Preble High School,1577,Cardinal Singers / Mayville High School,1368,0
111,Varsity Singers / Huntington North High School,1577,Music Warehouse / Edgewood High School,1849,1
112,Ascension / Vista PEAK Preparatory,1576,9th Street Singers / Chase County High School,1464,0
113,Singers / Oak Mountain High School,1576,The Network / Homewood High School,1667,0
114,Rebelaires / Westwood Jr/Sr High School,1573,Swingsations / Carroll High School,1552,1
115,Light Inc. / Des Moines Christian School,1572,AcaPella / Pella High School,1508,0
116,Class Royale / Homestead High School,1570,Knight Moves / Norwell High School,1542,1
117,St. C Singers / St. Clairsville High School,1570,Visual Volume / Poca High School,1443,1
118,Express / Lincoln East High School,1569,14 Karat Gold / Grand Island Northwest High School,1582,0
119,High Voltage / Cypress High School,1568,N/A,-1,0
120,Visions / Grenada High School,1567,Imagination / West Jones High School,1605,0
121,Classic Connection / DeKalb High School,1566,Magic / Manteno High School,1527,0
122,Simply Irresistible / Westside High School,1564,Executive Suite / Sioux Falls Roosevelt High School,1641,0
123,Premiers / Ben Davis High School,1562,Music Warehouse / Edgewood High School,1849,0
124,Ensemble / Burke High School,1562,Royal Pride / Norfolk Senior High School,1554,1
125,Harbor Lights / Kecoughtan High School,1561,Pop Singers / Jefferson High School,1521,0
126,Fusion / Fairfield Jr/Sr High School,1560,Connection / Warren Central High School,1440,0
127,Synergy / Shelbyville High School,1558,Friends / Beavercreek High School,1625,0
128,Center Stage / Oak Grove High School,1557,Soundsations / Petal High School,1643,0
129,Royal Pride / Norfolk Senior High School,1554,Lincoln Volume / Council Bluffs Lincoln High School,1376,0
130,Show Choir / Putnam City North High School,1553,Finale / Edmond Santa Fe High School,1486,0
131,Voices 'N Harmony / Lincoln Northeast High School,1552,Ensemble / Burke High School,1562,0
132,Swingsations / Carroll High School,1552,Off-Center Stage / Logan-Magnolia Jr/Sr High School,1436,0
133,River City Rhythm / Muscatine High School,1551,WD Forté / West Delaware High School,1478,0
134,Trojanaires / Jenks High School,1550,Pizzazz / Parkway Central High School,1541,0
135,The Ambassadors / Prairie High School,1547,10th Street Edition / Linn-Mar High School,1865,1
136,Royal Stewarts / Glendora High School,1547,N/A,-1,0
137,Dimensions / Dowling Catholic High School,1546,Grand Central Station / La Crosse Central High School,1702,0
138,Elite Energy / Decatur Show Choir Complex,1545,Gold / Norris High School,1446,1
139,Happiness Inc. / Cedar Rapids Kennedy High School,1544,Company of Singers / Totino-Grace High School,1677,0
140,Knight Scene / Thomas Dale High School,1543,Spotlight / Cosby High School,1623,0
141,Studio Singers / Omaha Northwest High School,1543,Royal Pride / Norfolk Senior High School,1554,0
142,River City Revue / Hannibal High School,1542,Satin 'n Lace / Rock Bridge High School,1606,0
143,Knight Moves / Norwell High School,1542,The All Americans / ETC School of Musical Arts,1539,0
144,Encore / Jackson Academy,1542,Visions / Grenada High School,1567,1
145,Pizzazz / Parkway Central High School,1541,Soundwave / Carthage Senior High School,1432,2
146,Bull City Lights / Voyager Academy,1540,N/A,-1,0
147,Show Choir / Mitchell High School,1540,N/A,-1,0
148,The All Americans / ETC School of Musical Arts,1539,Friends / Beavercreek High School,1625,1
149,Pure Elegance / Fairfield Senior High School,1536,Visual Volume / Poca High School,1443,0
150,Iridescence / Clover Hill High School,1535,N/A,-1,0
151,Mixed Company / Prospect High School,1528,N/A,-1,0
152,Magic / Manteno High School,1527,Entourage / Naperville North High School,1869,1
153,Northern Lights / North St. Paul High School,1526,Old Abe Show Choir / Memorial High School,1578,0
154,Delegation / Danville High School,1523,City Heat / Columbia City High School,1489,0
155,Ultimate Image / Grand Island Senior High School,1522,Eagle Express / Aberdeen Central High School,1492,0
156,Pop Singers / Jefferson High School,1521,Kaleidoscope / Musselman High School,1376,0
157,Soundwave / Warrensburg High School,1516,New Score Singers / Smith-Cotton High School,1375,0
158,Visual Adrenaline / Ankeny High School,1515,River City Rhythm / Muscatine High School,1551,0
159,Revolution / Gretna High School,1511,Soundsational Singers / Nevada High School,1427,0
160,Synergy / Clover Hill High School,1509,N/A,-1,0
161,AcaPella / Pella High School,1508,Light Inc. / Des Moines Christian School,1572,1
162,New Era / Churubusco Jr/Sr High School,1503,The Company / Piqua High School,1636,1
163,Jefferson Connection / Bloomington Jefferson High School,1501,Company of Singers / Totino-Grace High School,1677,0
164,UpBeat! / Walter Reed Middle School,1500,N/A,-1,0
165,Imaginations / John Muir Middle School,1500,N/A,-1,0
166,Encore! / Travis Ranch Middle School,1500,N/A,-1,0
167,Minstrel Magic / Carroll High School,1499,Music Warehouse / Edgewood High School,1849,1
168,High Impact / Matoaca High School,1499,Resonance / Powhatan High School,1418,0
169,Sandpipers / Chesterton High School,1499,Soundsations / Petal High School,1643,1
170,Sound Collage / El Dorado Springs High School,1498,N/A,-1,0
171,8th Street Singing Company / Tift County High School,1497,Singers / Oak Mountain High School,1576,0
172,Tribe! / Keller High School,1497,N/A,-1,0
173,Singers / Webb City High School,1496,N/A,-1,0
174,Harding Singers / Marion Harding High School,1495,Varsity Singers / Huntington North High School,1577,0
175,Vocal Motion / Mt. Vernon High School,1493,N/A,-1,0
176,Eagle Express / Aberdeen Central High School,1492,Rebelaires / Westwood Jr/Sr High School,1573,0
177,Harmonia Mundi / Bishop Heelan Catholic School,1492,High Voltage / Emmetsburg High School,1408,0
178,Keynotes / Olentangy High School,1489,Rhythm and Motion / Ross High School,1355,0
179,City Heat / Columbia City High School,1489,Varsity Singers / Huntington North High School,1577,1
180,Legacy / Wheeling High School,1488,N/A,-1,0
181,Choral Spectrum / South Windsor High School,1486,Electrify / Somerset Berkley Regional High School,1442,0
182,Finale / Edmond Santa Fe High School,1486,Northern Lights / Edmond North High School,1403,0
183,Just For Show / Midlothian High School,1482,Spotlight / Cosby High School,1623,0
184,Revelation / Des Moines Roosevelt High School,1482,Executive Suite / Sioux Falls Roosevelt High School,1641,0
185,Synergy / Johnston High School,1480,N/A,-1,0
186,Harmony / Hershey High School,1480,N/A,-1,0
187,Royal Blues / Centennial Jr/Sr High School,1480,N/A,-1,0
188,Emerald & Gold / Wilber-Clatonia Jr/Sr High School,1480,N/A,-1,0
189,18th Street Singers / Ord Jr/Sr High School,1480,N/A,-1,0
190,New Generation / Wood River Rural High School,1480,N/A,-1,0
191,Howlin' Huskies / William A. Hough High School,1480,N/A,-1,0
192,Showstoppers / Triton High School,1480,N/A,-1,0
193,Harmony In Motion / West Brunswick High School,1480,N/A,-1,0
194,Show Choir / Northeast Guilford High School,1480,N/A,-1,0
195,New Beginnings / Harris Road Middle School,1480,N/A,-1,0
196,Show Choir / Seventy-First Classical Middle School,1480,N/A,-1,0
197,Show Choir / Hanes Magnet School,1480,N/A,-1,0
198,Show Choir / Mt. Airy Middle School,1480,N/A,-1,0
199,Raider Show Choir / Randolph Middle School,1480,N/A,-1,0
200,Scarlet Knights / Bishop Neumann High School,1480,N/A,-1,0
201,WD Forté / West Delaware High School,1478,The Ambassadors / Prairie High School,1547,0
202,Brio / Brandon High School,1477,Imagination / West Jones High School,1605,1
203,Sapphire and Gold / Kearney High School,1476,N/A,-1,0
204,Sweet Revelation / Grand Island Senior High School,1476,N/A,-1,0
205,Panache / Southmont Jr/Sr High School,1476,N/A,-1,0
206,Bella Voce / Grand Island Northwest High School,1476,N/A,-1,0
207,Marquis / Diamond Bar High School,1476,Soundsations / Learning Foundation Performing Arts Charter School,1421,0
208,A New Vision / East Noble High School,1475,N/A,-1,0
209,Great Expectations / O'Fallon Township High School,1474,N/A,-1,0
210,Choraliers / Edgewood High School,1474,Keynotes / Olentangy High School,1489,0
211,Ovation! / O'Gorman High School,1470,Harmonia Mundi / Bishop Heelan Catholic School,1492,1
212,Rhapsody n' Rhythm / McDonald County High School,1470,N/A,-1,0
213,First Edition / Lafayette Jefferson High School,1469,N/A,-1,0
214,Rhythm Express / Fairfield Middle School,1469,N/A,-1,0
215,AristoCats / Tullahoma High School,1468,Rhapsody / Cosby High School,1408,0
216,Sound Express / Platte County High School,1465,Ninth Street Singers / Carrollton High School,1360,0
217,Vintage 2016 / Neenah High School,1464,Midwest Express / Holmen High School,1738,0
218,Eternal Rush / Ankeny Centennial High School,1464,N/A,-1,0
219,9th Street Singers / Chase County High School,1464,N/A,-1,0
220,RAMification / Southeast Polk High School,1463,N/A,-1,0
221,InMotion / Mt. Pleasant Community High School,1462,Sudden Impact / Ottumwa High School,1449,0
222,Voices of Central / Keller Central High School,1462,N/A,-1,0
223,5th Avenue / Western Dubuque High School,1461,Vocal Chords / Danville High School,1454,0
224,Connections / Lincoln High School,1459,N/A,-1,0
225,Executive Session / Sauk Prairie High School,1459,Center Stage / Preble High School,1577,1
226,Music Makers / Harrisonville High School,1459,River City Revue / Hannibal High School,1542,0
227,Touch of Class / Grove City High School,1458,Prominent Rendition / Teays Valley High School,1403,0
228,Entertainers / Grafton High School,1457,Vocal Intensity / Robert C. Byrd High School,1343,0
229,Choralaires / Zionsville High School,1457,N/A,-1,0
230,Knight Rhythms / East Noble High School,1454,N/A,-1,0
231,Vocal Chords / Danville High School,1454,Sensations / Sumner-Fredericksburg High School,1353,0
232,Minstrels / Bishop Luers High School,1453,Classic Connection / DeKalb High School,1566,0
233,Pendletones / Pendleton Heights High School,1452,N/A,-1,0
234,Sudden Impact / Ottumwa High School,1449,Battalion / Battle High School,1423,0
235,Central Sound / Lawrence Central High School,1449,Rhythm Masters / Whiteland Community High School,1615,0
236,Music Express / Garfield Heights High School,1448,Choraliers / Edgewood High School,1474,0
237,Choraleers / Neosho High School,1448,Soundwave / Carthage Senior High School,1432,1
238,The Associate / Homewood High School,1447,N/A,-1,0
239,Jubilaires / Beech Grove High School,1447,N/A,-1,0
240,Renaissance / Cleveland High School,1447,N/A,-1,0
241,4th Avenue Jazz Company / Iowa City High School,1446,N/A,-1,0
242,Gold / Norris High School,1446,Music Makers / Harrisonville High School,1459,0
243,Celebration Co. / Benton Community High School,1443,InMotion / Mt. Pleasant Community High School,1462,0
244,Visual Volume / Poca High School,1443,Vocal Intensity / Robert C. Byrd High School,1343,0
245,Central Attraction / Pearl River Central High School,1442,Company / South Jones Jr/Sr High School,1370,0
246,Electrify / Somerset Berkley Regional High School,1442,N/A,-1,0
247,Connection / Warren Central High School,1440,Northern Lights / Northridge High School,1363,0
248,Express / Dwight D. Eisenhower High School,1440,Sound / Mundelein High School,1327,0
249,Northern Lights / Don Mills Collegiate Institute,1439,N/A,-1,0
250,ENCORE! / Tantasqua Regional High School,1438,Impressions / Bartlett High School,1434,0
251,Limited Edition / Beatrice High School,1438,N/A,-1,0
252,Spectrum / Maryville High School,1438,N/A,-1,0
253,CHS Glee Club / Cathedral High School,1437,N/A,-1,0
254,Singers / Seward High School,1436,N/A,-1,0
255,Sound FX / Mundelein High School,1436,Express / Dwight D. Eisenhower High School,1440,0
256,Off-Center Stage / Logan-Magnolia Jr/Sr High School,1436,Center Stage / Adair-Casey/Guthrie Center High School,1316,0
257,Amplitude / Bloomington Expressive Arts Training (BEAT),1436,N/A,-1,0
258,Countesses & Noblemen / Lincoln Southeast High School,1435,N/A,-1,0
259,Ovation / Cedar Rapids Jefferson High School,1435,N/A,-1,0
260,Knight Sounds / Lincoln Southeast High School,1435,N/A,-1,0
261,Encores / Enterprise High School,1435,N/A,-1,0
262,Encore / St. Joseph Central High School,1434,N/A,-1,0
263,Impressions / Bartlett High School,1434,N/A,-1,0
264,High Frequency / Whitman Hanson Regional High School,1434,N/A,-1,0
265,Sound Impressions / Lowell High School,1432,N/A,-1,0
266,Soundwave / Carthage Senior High School,1432,Battalion / Battle High School,1423,0
267,Showcats / Nitro High School,1431,N/A,-1,0
268,Esprit / Southwestern Jr/Sr High School,1430,Jet Setters / Alliance High School,1383,0
269,Choralation / Milton High School,1430,Impulse / Wahlert Catholic High School,1409,0
270,Adrenaline / South Hadley High School,1430,N/A,-1,0
271,Allure / Loveland High School,1430,N/A,-1,0
272,Celebration / Cedar Rapids Washington High School,1429,N/A,-1,0
273,Ignition / Valley High School,1429,N/A,-1,0
274,Take II / Bellevue East High School,1428,N/A,-1,0
275,21st Century Singers / Bayard Secondary School,1427,N/A,-1,0
276,Soundsational Singers / Nevada High School,1427,Rhapsody n' Rhythm / McDonald County High School,1470,1
277,HighLeit / DeKalb School of the Arts,1426,N/A,-1,0
278,Focal Point / Prairie High School,1426,N/A,-1,0
279,Singers / Sullivan High School,1426,N/A,-1,0
280,OnStage / John Hersey High School,1425,Elite Energy / Decatur Show Choir Complex,1545,0
281,Singers / Sidney High School,1425,N/A,-1,0
282,Heritage Singers / Franklin Community High School,1425,NHS Singers / Noblesville High School,1419,0
283,RUSH / Ralston High School,1423,N/A,-1,0
284,Battalion / Battle High School,1423,Sound Express / Platte County High School,1465,2
285,Vocal Infusion / Anderson High School,1422,The All Americans / ETC School of Musical Arts,1539,0
286,From Start to Finish / Andover High School,1422,Choral Spectrum / South Windsor High School,1486,0
287,KHS Pops / Kearney High School,1421,N/A,-1,0
288,Soundsations / Learning Foundation Performing Arts Charter School,1421,N/A,-1,0
289,In Step / Linn-Mar High School,1421,N/A,-1,0
290,Chamber Choir / Hoover High School,1420,N/A,-1,0
291,Connection / Florence High School,1420,N/A,-1,0
292,Spotlighters / Mooresville High School,1420,N/A,-1,0
293,Rave Revue / Ravenswood High School,1419,Esprit / Southwestern Jr/Sr High School,1430,0
294,NHS Singers / Noblesville High School,1419,Crimson Heat / New Palestine High School,1347,0
295,Soundsations / Texas City High School,1419,N/A,-1,0
296,Resonance / Powhatan High School,1418,Entertainers / Grafton High School,1457,0
297,Dukes and Duchesses / York High School,1418,N/A,-1,0
298,Sound Attraction / Williamsburg Jr/Sr High School,1417,Christopher Jive and the Uptown 45 / West Branch High School,1326,0
299,Warrior Express / Westside High School,1417,N/A,-1,0
300,Side One / Indianola High School,1417,N/A,-1,0
301,Music Unlimited / Waltham High School,1415,Choral Spectrum / South Windsor High School,1486,0
302,Opening Knight / South Dearborn High School,1415,N/A,-1,0
303,Harmony / Gering High School,1414,N/A,-1,0
304,Oak Street Singers / Oak Park High School,1414,Soundwave / Warrensburg High School,1516,1
305,Cavaliers / Crete-Monee High School,1413,N/A,-1,0
306,Images / Morgantown High School,1412,Visual Volume / Poca High School,1443,0
307,Legacy / Sumrall High School,1410,N/A,-1,0
308,Kinetic Fusion / North Union High School,1409,N/A,-1,0
309,Impulse / Wahlert Catholic High School,1409,West Connection / Davenport West High School,1369,0
310,CenterStage! / Albertville High School,1409,Capital Swing / Manchester High School,1382,0
311,Rhapsody / Cosby High School,1408,N/A,-1,0
312,Blue Vibrations / Davenport Central High School,1408,N/A,-1,0
313,High Voltage / Emmetsburg High School,1408,InMotion / Mt. Pleasant Community High School,1462,0
314,Center Stage / Marquette High School,1405,N/A,-1,0
315,Spectrum / Pius X High School,1405,Ensemble / Burke High School,1562,0
316,Encore / Garrett High School,1404,N/A,-1,0
317,Northern Lights / Edmond North High School,1403,N/A,-1,0
318,Prominent Rendition / Teays Valley High School,1403,Rhapsody In Blue / Hamilton High School,1389,0
319,Melodic Fusion / Riverside High School,1402,N/A,-1,0
320,Corporation / Lewis Central High School,1402,N/A,-1,0
321,The Ambassadors / Omaha South High School,1401,Soundsational Singers / Nevada High School,1427,0
322,Sound Sensations / South Sioux City High School,1401,N/A,-1,0
323,Upstage Revolution / Hastings High School,1401,N/A,-1,0
324,The Class Act / Logan High School,1400,N/A,-1,0
325,The Chanticleers / Shaker Heights High School,1400,N/A,-1,0
326,Summit Sound / Bishop Dwenger High School,1398,N/A,-1,0
327,Infinity / Des Moines Lincoln High School,1397,InMotion / Mt. Pleasant Community High School,1462,0
328,Rhythm in Blue / Enid High School,1396,N/A,-1,0
329,Charisma / Northrop High School,1396,A New Vision / East Noble High School,1475,0
330,Classic Connection / Sioux Falls Washington High School,1396,Eagle Express / Aberdeen Central High School,1492,0
331,Harmony Gold / Walsh Jesuit High School,1395,N/A,-1,0
332,Noteables / Pekin Community High School,1395,N/A,-1,0
333,Sophisticated Ladies / Edgewood High School,1395,N/A,-1,0
334,Dimensions / Austin High School,1395,Esprit / Southwestern Jr/Sr High School,1430,0
335,Top Twenty / Kenton High School,1393,N/A,-1,0
336,Karisma Singers / Kokomo High School,1392,N/A,-1,0
337,Fortissimo / Frankfort High School,1392,N/A,-1,0
338,Innovations / Princeton Community High School,1392,N/A,-1,0
339,Star Struck / Bedford-North Lawrence High School,1392,N/A,-1,0
340,Divas / Tallassee High School,1391,N/A,-1,0
341,Rhapsody In Blue / Hamilton High School,1389,N/A,-1,0
342,Locomotion / Altoona High School,1388,N/A,-1,0
343,Chi-Hi Harmonics / Chippewa Falls High School,1388,N/A,-1,0
344,Revolution / West Jones High School,1387,Encore / Jackson Academy,1542,0
345,Future Image / Grand Island Senior High School,1387,N/A,-1,0
346,Accents / Avon High School,1386,A New Vision / East Noble High School,1475,0
347,Jet Setters / Alliance High School,1383,Vocal Impact / Licking Valley High School,1321,0
348,Class Act / Herscher High School,1383,A Touch Of Class / Villa Duchesne and Oak Hill School,1338,0
349,Capital Swing / Manchester High School,1382,Heritage Singers / Franklin Community High School,1425,0
350,Purple Pizzazz / Middletown High School,1382,N/A,-1,0
351,Uptown Girls / Millard West High School,1381,N/A,-1,0
352,Express / Onalaska High School,1381,N/A,-1,0
353,Brave Generation / Bellmont High School,1380,N/A,-1,0
354,Titanium / Papillion-La Vista South High School,1377,N/A,-1,0
355,(m)pulse / Menchville High School,1377,N/A,-1,0
356,New Edition / Edgewood High School,1377,N/A,-1,0
357,Kaleidoscope / Musselman High School,1376,N/A,-1,0
358,J City Riot / Jefferson City High School,1376,N/A,-1,0
359,Lincoln Volume / Council Bluffs Lincoln High School,1376,N/A,-1,0
360,Good Times / Martinsburg High School,1375,Images / Morgantown High School,1412,0
361,Unlimited / Underwood High School,1375,N/A,-1,0
362,New Score Singers / Smith-Cotton High School,1375,Sound Dimension / Joplin High School,1347,0
363,Jefferson Edition / Council Bluffs Jefferson High School,1374,N/A,-1,0
364,Hi Fidelity / El Paso-Gridley High School,1374,Vocal Locomotion / Van Meter Jr/Sr High School,1331,0
365,Limited Edition / Tomah High School,1372,N/A,-1,0
366,Applause / Appling County High School,1372,N/A,-1,0
367,Varsity Chorale / Euclid High School,1371,N/A,-1,0
368,Rhythm of the Knight / Uniondale High School,1371,N/A,-1,0
369,Innovations / Petal High School,1370,N/A,-1,0
370,Company / South Jones Jr/Sr High School,1370,Pizzaz / Purvis High School,1318,0
371,West Connection / Davenport West High School,1369,Cardinal Singers / Mayville High School,1368,0
372,Scarlet & Blue / Council Bluffs Lincoln High School,1368,N/A,-1,0
373,Cardinal Singers / Mayville High School,1368,Express / Dwight D. Eisenhower High School,1440,1
374,Flight / Spring Mills High School,1367,N/A,-1,0
375,Illuminations / Oakdale High School,1367,N/A,-1,0
376,Harmony / Hampshire High School,1367,N/A,-1,0
377,Tiger Mystique / Broken Arrow High School,1367,N/A,-1,0
