rank,name,elo,bestWin,bestWinElo,GCs
65,Rhythm In Gold / Bloomington Kennedy High School,1680,Executive Suite / Sioux Falls Roosevelt High School,1704,2
66,Light Inc. / Des Moines Christian School,1679,Upstage Adrenaline / Sparta High School,1656,1
67,The All Americans / ETC School of Musical Arts,1675,General Admission / Winfield High School,1573,1
68,Brio / Brandon High School,1674,Visions / Grenada High School,1783,1
69,Touch of Class / Grove City High School,1674,The Company / Piqua High School,1713,2
70,Jam Session / De Pere High School,1668,4th Avenue Jazz Company / Iowa City High School,1609,2
71,Side One / Indianola High School,1667,Choralation / Valley High School,1816,1
72,Company of Singers / Totino-Grace High School,1661,Harmonia Mundi / Bishop Heelan Catholic School,1819,1
73,The Ambassadors / Omaha South High School,1656,Blackout / Elkhorn South High School,1602,0
74,Upstage Adrenaline / Sparta High School,1656,Sandpipers / Chesterton High School,1584,1
75,Express / Troy Buchanan High School,1649,Singers / Webb City High School,1783,1
76,AcaPella / Pella High School,1648,New Creation / Marion High School,1618,0
77,Chamber Singers / Blue Valley High School,1646,Swingin' Saints / St. Thomas Aquinas High School,1632,2
78,Soundsations / Petal High School,1636,The Classics / Wheaton Warrenville South High School,1802,0
79,Red Hot Blues / New Castle High School,1633,Fusion / Fairfield Jr/Sr High School,1424,1
80,Power Company / Waconia High School,1632,The Classics / Wheaton Warrenville South High School,1802,1
81,Swingin' Saints / St. Thomas Aquinas High School,1632,Sound Dimension / Joplin High School,1437,1
82,14 Karat Gold / Grand Island Northwest High School,1632,Express / Lincoln East High School,1581,1
83,Synergy / Tupelo High School,1631,The Ambassadors / Northwest Rankin High School,1503,0
84,Rhythm in Blue / Enid High School,1625,Finale / Edmond Santa Fe High School,1538,1
85,Radica / Briarwood Christian School,1620,Side One / Indianola High School,1667,0
86,Premiers / Ben Davis High School,1620,Belles et Beaux / Plainfield High School,1591,2
87,New Creation / Marion High School,1618,4th Avenue Jazz Company / Iowa City High School,1609,1
88,Royal Rhapsody / Roncalli High School,1617,Legacy / Lawrence North High School,1537,1
89,Capital Swing / Manchester High School,1615,Good Times / Martinsburg High School,1682,0
90,The Bell System / L.D. Bell High School,1615,Southwest Effect / Fort Worth Southwest High School,1556,0
91,Class Royale / Homestead High School,1611,Red Hot Blues / New Castle High School,1633,1
92,4th Avenue Jazz Company / Iowa City High School,1609,Corporation / Lewis Central High School,1545,0
93,InMotion / Mt. Pleasant Community High School,1605,Sudden Impact / Ottumwa High School,1473,1
94,Vivace / Skutt Catholic High School,1604,Crimson & Black / LeMars Community High School,1499,1
95,Sound / Mundelein High School,1604,Vision / New London High School,1535,1
96,Blackout / Elkhorn South High School,1602,Riverside Company / Hastings High School,1744,0
97,Ultimate Image / Grand Island Senior High School,1600,South on Stage / Millard South High School,1530,1
98,Classic Connection / Sioux Falls Washington High School,1600,Spectrum / Pius X High School,1710,1
99,New Score Singers / Smith-Cotton High School,1599,Chamber Singers / Blue Valley High School,1646,1
100,Varsity Singers / Huntington North High School,1597,Patriot Edition / Jay County High School,1483,0
101,Soundwave / Carthage Senior High School,1594,Vivace / Skutt Catholic High School,1604,0
102,Classic Edition / McKinley Middle School,1594,Ovation / Oak Ridge Middle School,1466,0
103,Sidney State of Mind / Sidney High School,1593,Ascension / Vista PEAK Preparatory,1527,0
104,Belles et Beaux / Plainfield High School,1591,Modulations / El Paso-Gridley High School,1682,1
105,Southern Accents / Lexington High School,1590,Testostertones / Lexington High School,1530,1
106,Executive Order / John F. Kennedy High School,1590,N/A,-1,0
107,The Ambassadors / Prairie High School,1588,Happiness Inc. / Cedar Rapids Kennedy High School,1726,1
108,Infinity / Millard North High School,1586,Blue Lights / Keller High School,1714,0
109,Sandpipers / Chesterton High School,1584,Jam Session / De Pere High School,1668,0
110,Express / Lincoln East High School,1581,Corporation / Lewis Central High School,1545,1
111,Legacy / Sioux Falls Jefferson High School,1577,Revelry / Sioux Falls Jefferson High School,1504,1
112,Momentum / Cedar Rapids Washington High School,1575,Side One / Indianola High School,1667,0
113,General Admission / Winfield High School,1573,Attraction / Avon High School,1547,0
114,NHS Singers / Noblesville High School,1571,The Company / Piqua High School,1713,0
115,River City Revolution / La Crosse High Schools,1567,Jam Session / De Pere High School,1668,2
116,Paradigm / Hoover High School,1566,CenterStage! / Albertville High School,1483,1
117,Ignition / Valley High School,1562,River City Revolution / La Crosse High Schools,1567,0
118,Varsity Singers / Auburn High School,1561,Rhapsody In Blue / Spain Park High School,1454,0
119,Sound Check / Waubonsie Valley High School,1560,Jam Session / De Pere High School,1668,0
120,Encore / Pacifica High School,1560,N/A,-1,0
121,Trojanaires / Jenks High School,1560,Soundwave / Carthage Senior High School,1594,1
122,Sound Etc. / Durant High School,1559,Reflections / Duncan High School,1439,0
123,Entourage / Naperville North High School,1558,Modulations / El Paso-Gridley High School,1682,0
124,Southwest Effect / Fort Worth Southwest High School,1556,Vivace / Skutt Catholic High School,1604,0
125,Gold / Norris High School,1554,Equinox / Gretna East High School,1903,1
126,Express / Dwight D. Eisenhower High School,1552,Modulations / El Paso-Gridley High School,1682,1
127,Platinum FX / Chaparral High School,1548,N/A,-1,0
128,Knight Scene / Thomas Dale High School,1547,High Impact / Matoaca High School,1524,0
129,By Request / Loveland High School,1547,Class Royale / Homestead High School,1611,0
130,Attraction / Avon High School,1547,Emerald Elegance / Winfield High School,1544,0
131,First Edition / Findlay High School,1545,The Ambassadors / Prairie High School,1588,0
132,Momentum / Dallas Center-Grimes High School,1545,Light Inc. / Des Moines Christian School,1679,0
133,Corporation / Lewis Central High School,1545,Power Company / Waconia High School,1632,0
134,Emerald Elegance / Winfield High School,1544,General Admission / Winfield High School,1573,1
135,Choraliers / Edgewood High School,1543,Varsity Chorale / Euclid High School,1731,0
136,Vocal Thunder / Valley Vista High School,1540,Show Divas / Horizon High School,1480,0
137,Marquis / Diamond Bar High School,1540,N/A,-1,0
138,Finale / Edmond Santa Fe High School,1538,Sound Etc. / Durant High School,1559,1
139,Legacy / Lawrence North High School,1537,Premiers / Ben Davis High School,1620,0
140,Swingsations / Mt. Zion High School,1535,Spotlight Singers & Company / Brownsburg High School,1701,1
141,Vision / New London High School,1535,Corporation / Lewis Central High School,1545,0
142,Encores / Enterprise High School,1534,Legacy / Donelson Christian Academy,1495,0
143,Imagination / West Jones High School,1533,Sound Surge / Biloxi High School,1524,1
144,Good Time Company / Iowa City West High School,1532,Side One / Indianola High School,1667,1
145,Knight Sensations / Castle High School,1532,Trojanaires / Jenks High School,1560,0
146,Pendletones / Pendleton Heights High School,1531,Sound Impressions / Lowell High School,1423,0
147,South on Stage / Millard South High School,1530,Corporation / Lewis Central High School,1545,0
148,Evolution / American Leadership Academy,1530,N/A,-1,0
149,Testostertones / Lexington High School,1530,Harmony / Green Ridge High School,1470,0
150,Uptown / Millard West High School,1529,N/A,-1,0
151,Music Factory / Spirit Lake High School,1527,Revelation / Des Moines Roosevelt High School,1435,0
152,Ascension / Vista PEAK Preparatory,1527,Audacity / Bridgeport Jr/Sr High School,1407,0
153,Thunderstruck / Edmond Heartland Middle School,1526,N/A,-1,0
154,Sound Express / Platte County High School,1524,Swingin' Saints / St. Thomas Aquinas High School,1632,0
155,Main Attraction / Chula Vista High School,1524,N/A,-1,0
156,High Impact / Matoaca High School,1524,City Lights / Midlothian High School,1520,1
157,Sound Surge / Biloxi High School,1524,Imagination / West Jones High School,1533,0
158,Class Act / Grove City High School,1523,Visual Volume / Poca High School,1429,0
159,Rouge / ETC School of Musical Arts,1522,Vocal Pointe / Columbus North High School,1388,0
160,Celebration Co. / Benton Community High School,1521,CENTRifugAL Force / Central Lee High School,1450,0
161,City Lights / Midlothian High School,1520,Just For Show / Midlothian High School,1480,0
162,Pantheon / Fossil Ridge High School,1520,The Bell System / L.D. Bell High School,1615,0
163,Grand Finale / Rome High School,1518,Syndicated Sound / Tarpon Springs High School,1440,1
164,Silver Connection / Monona Grove High School,1518,Synergy / Hamilton High School,1445,1
165,Synergy / Johnston High School,1516,N/A,-1,0
166,Vocalmotive / Bemidji High School,1516,Company of Singers / Totino-Grace High School,1661,0
167,Opening Knight / South Dearborn High School,1516,Encore Entertainment Company / Medina High School,1511,0
168,Vortex / Ankeny Centennial High School,1516,Eternal Rush / Ankeny Centennial High School,1435,0
169,Vintage / Neenah High School,1516,Vision / New London High School,1535,0
170,Titan Radiance / Papillion-La Vista South High School,1516,Excel / Elkhorn High School,1401,0
171,Shockwave / Elkhorn South High School,1514,N/A,-1,0
172,Voices of Central / Keller Central High School,1514,AireMen / Jenks High School,1419,0
173,Encore Entertainment Company / Medina High School,1511,Top Twenty / Kenton High School,1387,0
174,Sound Sensations / Grand Junction Central High School,1511,N/A,-1,0
175,SHOUT / Music Academy of Western New York,1511,N/A,-1,0
176,Royal Stewarts / Glendora High School,1510,N/A,-1,0
177,Showcats / Nitro High School,1508,First Edition / Scranton High School,1418,0
178,Evolution / Gretna High School,1508,KHS Pops / Kearney High School,1459,0
179,Heritage Singers / Franklin Community High School,1508,Classic Connection / DeKalb High School,1403,0
180,Choraliers / Reedsburg Area High School,1506,Executive Session / Sauk Prairie High School,1499,1
181,Northern Lights / North Torrance High School,1504,N/A,-1,0
182,Revelry / Sioux Falls Jefferson High School,1504,Visual Harmonics / Woodbine Community School,1441,0
183,The Ambassadors / Northwest Rankin High School,1503,Encore / Jackson Academy,1457,1
184,River City Revue / Hannibal High School,1503,Chamber Singers / Blue Valley High School,1646,1
185,Suite Sounds / Carthage Senior High School,1502,Rush / Raymore-Peculiar Senior High School,1462,0
186,Velocity / Waukee Trailridge School,1500,N/A,-1,0
187,Crimson & Black / LeMars Community High School,1499,Satisfaction / Sioux Center High School,1406,0
188,Executive Session / Sauk Prairie High School,1499,Entourage / Naperville North High School,1558,0
189,Sound Advice / Johnston Middle School,1499,Revelation / Des Moines Roosevelt High School,1435,0
190,Sugar & Spice / Neosho High School,1495,Phenomenon / Neosho High School,1384,0
191,Legacy / Donelson Christian Academy,1495,Ovations / Opelika High School,1407,1
192,Keynotes / Olentangy High School,1494,By Request / Loveland High School,1547,0
193,Shades of Blue / Burleson Centennial High School,1493,N/A,-1,0
194,Sound Waves / John Burroughs High School,1491,N/A,-1,0
195,Underground / La Cueva High School,1491,N/A,-1,0
196,Blue Impressions / Burbank High School,1491,N/A,-1,0
197,Chain Reaction / Lincoln High School,1489,Royalty / Wahoo High School,1399,0
198,Perpetual Motion / Ankeny High School,1487,N/A,-1,0
199,Gold Dynamics / Seward High School,1487,N/A,-1,0
200,Tiger Mystique / Broken Arrow High School,1486,Sound Collage / El Dorado Springs High School,1420,0
201,The Muses / Oak Mountain High School,1486,Rhapsody In Blue / Spain Park High School,1454,0
202,Simply Irresistible / Westside High School,1486,N/A,-1,0
203,Valley Voices / Grain Valley High School,1484,N/A,-1,0
204,Jefferson Connection / Bloomington Jefferson High School,1484,New Creation / Marion High School,1618,0
205,CenterStage! / Albertville High School,1483,N/A,-1,0
206,Patriot Edition / Jay County High School,1483,New Era / Churubusco Jr/Sr High School,1447,0
207,Crown Point Majestics / Omaha Northwest High School,1482,N/A,-1,0
208,In Step / Linn-Mar High School,1480,Swingspan / Fort Madison High School,1445,0
209,Show Divas / Horizon High School,1480,Tempest / Valley Vista High School,1390,0
210,HLX / Helix High School,1480,N/A,-1,0
211,Show Choir / Oxford Academy,1480,N/A,-1,0
212,Melodies of Gold / Golden Valley High School,1480,N/A,-1,0
213,Just For Show / Midlothian High School,1480,High Impact / Matoaca High School,1524,1
214,Uncaged / Hastings High School,1480,Vivace / Skutt Catholic High School,1604,1
215,Battalion / Battle High School,1477,N/A,-1,0
216,Eagle Express / Aberdeen Central High School,1476,Legacy / Sioux Falls Jefferson High School,1577,0
217,Showtime / Edmond Sequoyah Middle School,1476,N/A,-1,0
218,Act 1 / Edmond Central Middle School,1476,N/A,-1,0
219,Heat Wave / Hurricane High School,1474,Showcats / Nitro High School,1508,0
220,Soundwave / Peoria Area Performing Arts Studio,1473,N/A,-1,0
221,Touch of Swing / Manchester High School,1473,N/A,-1,0
222,Sudden Impact / Ottumwa High School,1473,Sadie Street Singers / Anamosa High School,1376,0
223,Storm / Liberty High School,1471,Good Time Company / Iowa City West High School,1532,0
224,Harmony / Green Ridge High School,1470,Sound Collage / El Dorado Springs High School,1420,0
225,Titan Fever / Glenwood High School,1469,Commotion / Oswego High School,1355,0
226,Charisma / Northrop High School,1467,Red Hot Blues / New Castle High School,1633,0
227,Center Stage / Oak Grove High School,1466,N/A,-1,0
228,Ovation / Oak Ridge Middle School,1466,CenterStage / LaSalle-St. Joseph Middle School,1394,0
229,Hillside Singers / Pleasant Hill High School,1464,Sugar & Spice / Neosho High School,1495,0
230,Jefferson Edition / Council Bluffs Jefferson High School,1464,N/A,-1,0
231,Rhapsody / Aurora High School,1463,Power Surge / Elkhorn South High School,1406,0
232,Pop Singers / Jefferson High School,1463,New Dimensions / Clover Hill High School,1387,1
233,Dimensions / Dowling Catholic High School,1462,N/A,-1,0
234,Rush / Raymore-Peculiar Senior High School,1462,N/A,-1,0
235,Rise of Adrenaline / Sparta High School,1460,N/A,-1,0
236,Explosion! / Omaha North High School,1459,N/A,-1,0
237,KHS Pops / Kearney High School,1459,West Connection / Bellevue West High School,1374,0
238,Impulse / Wahlert Catholic High School,1459,N/A,-1,0
239,Music Makers / Harrisonville High School,1458,Sound Express / Platte County High School,1524,0
240,Encore / Jackson Academy,1457,Rhapsody In Blue / Spain Park High School,1454,0
241,Vivant / Naperville North High School,1456,N/A,-1,0
242,Rhapsody In Blue / Spain Park High School,1454,The Allure / Northwest Rankin High School,1414,0
243,Madz / Mechanicsville High School,1453,Just For Show / Midlothian High School,1480,0
244,CENTRifugAL Force / Central Lee High School,1450,Crimson & Black / Fort Madison High School,1375,0
245,5th Avenue / Western Dubuque High School,1448,West Connection / Davenport West High School,1388,1
246,New Era / Churubusco Jr/Sr High School,1447,Varsity Chorale / Euclid High School,1731,1
247,Center Stage / Davenport North High School,1446,N/A,-1,0
248,Center Stage / Marquette High School,1446,River City Revue / Hannibal High School,1503,0
249,Synergy / Hamilton High School,1445,Cardinal Singers / Mayville High School,1325,0
250,Bellas / Brandon High School,1445,N/A,-1,0
251,Bella Voce / Johnston High School,1445,N/A,-1,0
252,Swingspan / Fort Madison High School,1445,CENTRifugAL Force / Central Lee High School,1450,0
253,Limited Edition / Tomah High School,1444,Chi-Hi Harmonics / Chippewa Falls High School,1405,0
254,Vitality / Urbandale High School,1444,N/A,-1,0
255,Nexus / North Polk High School,1443,N/A,-1,0
256,Pure Elegance / Fairfield Senior High School,1443,Legacy / Ross High School,1418,0
257,Visual Harmonics / Woodbine Community School,1441,Off-Center Stage / Logan-Magnolia Jr/Sr High School,1358,0
258,Syndicated Sound / Tarpon Springs High School,1440,N/A,-1,0
259,Reflections / Duncan High School,1439,N/A,-1,0
260,Unmuteables / MacArthur High School,1439,N/A,-1,0
261,Tiger Tonality / Guymon High School,1439,N/A,-1,0
262,Vocal Gold / Southeast Polk High School,1439,N/A,-1,0
263,Les Femmes / Mt. Zion High School,1439,N/A,-1,0
264,Sound Dimension / Joplin High School,1437,Touch of Class / Joplin High School,1388,0
265,Midwest Express / Holmen High School,1437,Synergy / Hamilton High School,1445,0
266,Oak Street Singers / Oak Park High School,1437,Swingin' Saints / St. Thomas Aquinas High School,1632,0
267,Eternal Rush / Ankeny Centennial High School,1435,N/A,-1,0
268,Central Sound / Lawrence Central High School,1435,Spotlighters / Mooresville High School,1398,0
269,Revelation / Des Moines Roosevelt High School,1435,moMANtum / Bishop Heelan Catholic School,1397,0
270,Innovations / Petal High School,1433,N/A,-1,0
271,Encores / Pike High School,1432,N/A,-1,0
272,Swingers Select / Marysville High School,1432,N/A,-1,0
273,Bella Voce / Grand Island Northwest High School,1431,N/A,-1,0
274,Spirit / Waukee High School,1429,N/A,-1,0
275,Prestige / Hamilton High School,1429,N/A,-1,0
276,Lincoln Volume / Council Bluffs Lincoln High School,1429,N/A,-1,0
277,Prestige / Sioux City East High School,1429,N/A,-1,0
278,Choralation / Milton High School,1429,Vision / New London High School,1535,0
279,Visual Volume / Poca High School,1429,Vocal Intensity / Robert C. Byrd High School,1415,0
280,Entourage / Sioux City East High School,1425,N/A,-1,0
281,Free Spirit / Papillion-La Vista High School,1425,Vivace / Skutt Catholic High School,1604,1
282,Bridge Street Singers / St. Francis High School,1425,Momentum / Aspire Music Academy,1363,0
283,Fusion / Fairfield Jr/Sr High School,1424,City Heat / Columbia City High School,1411,0
284,Ovation! / O'Gorman High School,1424,N/A,-1,0
285,Sound Impressions / Lowell High School,1423,Choral Spectrum / South Windsor High School,1393,1
286,Northern Lights / Northridge High School,1422,N/A,-1,0
287,Music Express / Garfield Heights High School,1422,Royal Harmony / North Royalton High School,1412,0
288,Singers / Sullivan High School,1421,N/A,-1,0
289,Sound Collage / El Dorado Springs High School,1420,Serenade / Edmond Santa Fe High School,1411,0
290,Limited Edition / Beatrice High School,1420,N/A,-1,0
291,Soundsational Singers / Nevada High School,1419,Rhapsody n' Rhythm / McDonald County High School,1317,0
292,AireMen / Jenks High School,1419,N/A,-1,0
293,Vivacé / Coppell High School,1419,N/A,-1,0
294,Legacy / Ross High School,1418,Varsity Chorale / Euclid High School,1731,0
295,First Edition / Scranton High School,1418,The Association / Van Buren High School,1379,0
296,Silver Elite / Legacy High School,1418,N/A,-1,0
297,OnStage / John Hersey High School,1417,N/A,-1,0
298,Sound Revolution / Norwalk High School,1417,N/A,-1,0
299,Friends / Beavercreek High School,1417,Northern Lights / Northridge High School,1422,0
300,DoMENance / Webb City High School,1415,N/A,-1,0
301,Allure / Loveland High School,1415,N/A,-1,0
302,Vocal Intensity / Robert C. Byrd High School,1415,High Impact / Herbert Hoover High School,1391,0
303,The Allure / Northwest Rankin High School,1414,N/A,-1,0
304,City Lights / Rock Bridge High School,1412,N/A,-1,0
305,Royal Harmony / North Royalton High School,1412,Varsity Singers / Huntington North High School,1597,1
306,Serenade / Edmond Santa Fe High School,1411,N/A,-1,0
307,Bella Vocé / Webb City High School,1411,Sound Dimension / Joplin High School,1437,0
308,City Heat / Columbia City High School,1411,Royal Harmony / North Royalton High School,1412,0
309,Rhapsody / Cosby High School,1411,N/A,-1,0
310,Reveille / Madison Central High School,1409,N/A,-1,0
311,Reveillon / Jackson Preparatory School,1409,N/A,-1,0
312,Ovations / Opelika High School,1407,Syndicated Sound / Tarpon Springs High School,1440,0
313,Audacity / Bridgeport Jr/Sr High School,1407,N/A,-1,0
314,Flip Side / Indianola High School,1407,N/A,-1,0
315,Cardinal Singers / Chadron High School,1407,N/A,-1,0
316,Satisfaction / Sioux Center High School,1406,Breaking Cylence / Harlan Community High School,1328,0
317,Power Surge / Elkhorn South High School,1406,N/A,-1,0
318,Chi-Hi Harmonics / Chippewa Falls High School,1405,Salem Singsations / West Salem High School,1391,0
319,Classic Connection / DeKalb High School,1403,Charisma / Lebanon High School,1382,0
320,Vocal Motion / Bradley Central High School,1402,N/A,-1,0
321,Excel / Elkhorn High School,1401,N/A,-1,0
322,Royalty / Wahoo High School,1399,Satisfaction / Sioux Center High School,1406,0
323,Spotlighters / Mooresville High School,1398,N/A,-1,0
324,Synergy / Burke High School,1397,N/A,-1,0
325,moMANtum / Bishop Heelan Catholic School,1397,N/A,-1,0
326,Harbor Lights / Kecoughtan High School,1396,N/A,-1,0
327,Harmony / Gering High School,1396,N/A,-1,0
328,Hi-Style / Linn-Mar High School,1395,N/A,-1,0
329,Titan Express / Papillion-La Vista South High School,1395,N/A,-1,0
330,CenterStage / LaSalle-St. Joseph Middle School,1394,N/A,-1,0
331,Surround Sound / Bettendorf High School,1394,N/A,-1,0
332,Sound Attraction / Williamsburg Jr/Sr High School,1394,N/A,-1,0
333,Harding Singers / Marion Harding High School,1393,Choraliers / Edgewood High School,1543,0
334,Choral Spectrum / South Windsor High School,1393,Sound Impressions / Lowell High School,1423,0
335,Continuum / Homewood High School,1392,N/A,-1,0
336,Salem Singsations / West Salem High School,1391,Hi Fidelity / El Paso-Gridley High School,1369,0
337,High Impact / Herbert Hoover High School,1391,Rhythm In Red / Cabell Midland High School,1371,0
338,Tempest / Valley Vista High School,1390,N/A,-1,0
339,Stellar FX / Shadow Ridge High School,1390,N/A,-1,0
340,Adrenaline / Atchison High School,1390,N/A,-1,0
341,Velocity / Norfolk Senior High School,1390,N/A,-1,0
342,River City Rhythm / Muscatine High School,1388,N/A,-1,0
343,West Connection / Davenport West High School,1388,Sadie Street Singers / Anamosa High School,1376,0
344,Touch of Class / Joplin High School,1388,Blue Harmony / Hollister High School,1334,0
345,Vocal Pointe / Columbus North High School,1388,North Stars / Columbus North High School,1353,0
346,Top Twenty / Kenton High School,1387,N/A,-1,0
347,New Dimensions / Clover Hill High School,1387,N/A,-1,0
348,From Start to Finish / Andover High School,1387,Sound Impressions / Lowell High School,1423,0
349,The SLC / Carroll Senior High School,1387,N/A,-1,0
350,Karisma Singers / Kokomo High School,1386,N/A,-1,0
351,Magnifique / Bishop Heelan Catholic School,1386,N/A,-1,0
352,Harmonix / Hickman High School,1385,N/A,-1,0
353,The Silhouettes / Norwood High School,1384,N/A,-1,0
354,Phenomenon / Neosho High School,1384,N/A,-1,0
355,Out Of The Blue / Plattsmouth High School,1384,N/A,-1,0
356,Forefront / Harrisonville High School,1382,N/A,-1,0
357,Nexus / Homewood High School,1382,N/A,-1,0
358,Charisma / Lebanon High School,1382,N/A,-1,0
359,Rhythm Masters / Whiteland Community High School,1381,N/A,-1,0
360,Ambience / Lincoln Southwest High School,1380,N/A,-1,0
361,Vocal Loco-Motion / Van Meter Jr/Sr High School,1380,N/A,-1,0
362,Stage One / Millard South High School,1380,N/A,-1,0
363,Testostertones / Totino-Grace High School,1379,N/A,-1,0
364,The Association / Van Buren High School,1379,N/A,-1,0
365,Esprit / Wheaton Warrenville South High School,1379,N/A,-1,0
366,Eclipse / Harrisburg High School,1378,N/A,-1,0
367,Elite / Homestead High School,1377,N/A,-1,0
368,Monarchy / Papillion-La Vista High School,1376,Oak Street Singers / Oak Park High School,1437,0
369,Connection / Warren Central High School,1376,N/A,-1,0
370,Sadie Street Singers / Anamosa High School,1376,Legacy / MFL MarMac High School,1310,0
371,Crimson & Black / Fort Madison High School,1375,N/A,-1,0
372,Spontaneous Combustion / Mediapolis High School,1375,N/A,-1,0
373,Cinematics / Washington High School,1375,N/A,-1,0
374,Prominent Rendition / Teays Valley High School,1374,The Silhouettes / Norwood High School,1384,0
375,West Connection / Bellevue West High School,1374,Out Of The Blue / Plattsmouth High School,1384,0
376,The Renegades / Standing Bear High School,1374,Royalty / Wahoo High School,1399,0
