rank,name,elo,bestWin,bestWinElo,GCs
35,Ambassadors / Carmel High School,1667,Titan Fever / Glenwood High School,1743,1
36,Classic Connection / DeKalb High School,1666,Music Express / Garfield Heights High School,1595,2
37,Friend de Coup / Mitchell High School,1661,Great Expectations / Twinsburg High School,1760,2
38,Tiger Rhythm / Broken Arrow High School,1657,Tiger Mystique / Broken Arrow High School,1500,1
39,Expressions / Buffalo Grove High School,1656,Riverside Company / Hastings High School,1809,1
40,Fantasy / Shepherd Hill Regional High School,1656,Panache / Oliver Ames High School,1752,1
41,Choraleers / Neosho High School,1656,Hillside Singers / Pleasant Hill High School,1535,1
42,Flight / Wheaton North High School,1656,Titan Fever / Glenwood High School,1739,2
43,Central Singers Inc. / Davenport Central High School,1647,City Lights / Rock Bridge High School,1661,1
44,Show Cards / Colerain High School,1641,Choraliers / Fairfield Senior High School,1675,3
45,Executive Suite / Sioux Falls Roosevelt High School,1641,Company of Singers / Totino-Grace High School,1719,2
46,Choraliers / Fairfield Senior High School,1640,Pure Elegance / Fairfield Senior High School,1573,1
47,The All Americans / ETC School of Musical Arts,1637,Music in Motion / Solon High School,1667,2
48,Red Hot / Hurricane High School,1635,Charisma / Northrop High School,1530,2
49,Illusion / Shepherd Hill Regional High School,1632,Impressions / Bartlett High School,1500,0
50,Rhythm In Red / Cabell Midland High School,1630,Music Warehouse / Edgewood High School,1666,2
51,Evolution / American Leadership Academy,1630,Trojanaires / Jenks High School,1500,1
52,Choralation / Valley High School,1630,Momentum / Cedar Rapids Washington High School,1600,1
53,G Major / St. George's School of Montreal,1625,Express / Troy Buchanan High School,1500,1
54,Sound FX / Hanover High School,1621,New Dimensions / Clover Hill High School,1597,2
55,In Sync / Burbank High School,1620,VIBE / Daniel Hand High School,1680,1
56,Knight Sensations / Castle High School,1618,Northern Lights / Northridge High School,1500,1
57,Titanium / Papillion-La Vista South High School,1610,Blackout / Elkhorn South High School,1731,1
58,Vocal Motion / Bradley Central High School,1609,Flight / Wheaton North High School,1577,1
59,Rhythm in Gold / Bloomington Kennedy High School,1608,Bridge Street Singers / St. Francis High School,1631,1
60,Noteworthy / Oak Park and River Forest High School,1606,Hillside Singers / Pleasant Hill High School,1469,1
61,Ovation! / O'Gorman High School,1605,Company of Singers / Totino-Grace High School,1719,0
62,Starlights / Northridge High School,1605,Summit Sound / Bishop Dwenger High School,1517,0
63,Soundsations / Petal High School,1604,Visions / Grenada High School,1500,2
64,Tribe! / Keller High School,1603,Soundsations / Texas City High School,1500,0
65,Classic Connection / Sioux Falls Washington High School,1603,Spotlighters / Craig High School,1500,0
66,Center Stage / Oak Grove High School,1603,Brio / Brandon High School,1637,1
67,Central Sound / Lawrence Central High School,1602,Vocal Infusion / Anderson High School,1500,0
68,Swingsations / Mt. Zion High School,1598,Cardinal Singers / Mayville High School,1656,0
69,InMotion / Mt. Pleasant Community High School,1596,Ninth Street Singers / Carrollton High School,1500,0
70,Entourage / Naperville North High School,1594,By Request / Loveland High School,1736,0
71,Executive Session / Sauk Prairie High School,1593,Hilltoppers / Onalaska High School,1708,2
72,VIBE / Daniel Hand High School,1590,Choral Spectrum / South Windsor High School,1620,0
73,New Dimensions / Clover Hill High School,1589,Vocal Motion / Bradley Central High School,1500,0
74,Studio / Urbandale High School,1587,Friend de Coup / Mitchell High School,1685,0
75,Belles et Beaux / Plainfield High School,1586,Select Sound / Carroll High School,1500,1
76,Oak Street Singers / Oak Park High School,1585,New Score Singers / Smith-Cotton High School,1666,2
77,Bridge Street Singers / St. Francis High School,1584,Ovation! / O'Gorman High School,1561,1
78,AcaPella / Pella High School,1584,Harmonia Mundi / Bishop Heelan Catholic School,1500,2
79,Show Choir / Columbus High School,1582,Royal Pride / Norfolk Senior High School,1500,1
80,Counterpoints / North Central High School,1582,First Edition / Lafayette Jefferson High School,1500,1
81,Knightingales / Castle High School,1580,Cavaliers / Crete-Monee High School,1500,0
82,Brio / Brandon High School,1578,Reveillon / Jackson Preparatory School,1504,1
83,Powerhouse / John Burroughs High School,1577,VIBE / Daniel Hand High School,1680,1
84,Infinity / Des Moines Lincoln High School,1577,Sudden Impact / Ottumwa High School,1500,1
85,Sound Express / Platte County High School,1576,Lights Cameron, Action! / Cameron High School,1500,0
86,Delegation / Danville High School,1576,Music Warehouse / Edgewood High School,1688,1
87,Simply Irresistible / Westside High School,1573,Warrior Express / Westside High School,1500,0
88,Infinity / Millard North High School,1572,Excel / Elkhorn High School,1716,0
89,City Lights / Rock Bridge High School,1572,New Score Singers / Smith-Cotton High School,1656,2
90,Varsity Singers / Auburn High School,1568,Soundsations / Petal High School,1669,1
91,Reveille / Madison Central High School,1568,Center Stage / Oak Grove High School,1569,1
92,West Side Delegation / Cedar Rapids Jefferson High School,1566,Cardinal Singers / Mayville High School,1651,0
93,CenterStage! / Albertville High School,1565,Soundsations / Petal High School,1669,0
94,Sandpipers / Chesterton High School,1562,Express / Dwight D. Eisenhower High School,1596,3
95,Elite Energy / Decatur Show Choir Complex,1562,Swingsations / Mt. Zion High School,1619,1
96,Venus / Gateway High School,1560,9th Street Singers / Chase County High School,1500,1
97,The Headliners / Sioux City East High School,1559,Harmonia Mundi / Bishop Heelan Catholic School,1558,0
98,Trojanaires / Jenks High School,1558,Northside Establishment / Davenport North High School,1500,0
99,Music Express / Garfield Heights High School,1553,Charisma / Northrop High School,1530,1
100,Voices 'N Harmony / Lincoln Northeast High School,1553,Sound Sensations / South Sioux City High School,1500,1
101,Momentum / Cedar Rapids Washington High School,1546,Cardinal Singers / Mayville High School,1656,1
102,Spirit / Waukee High School,1543,Titan Express / Papillion-La Vista South High School,1500,0
103,Choral Spectrum / South Windsor High School,1543,From Start to Finish / Andover High School,1500,0
104,Rhapsody / Cosby High School,1537,Spotlight / Cosby High School,1500,0
105,Soundsations / Texas City High School,1537,Choraliers / Arlington High School,1500,0
106,St. C Singers / St. Clairsville High School,1537,Varsity Chorale / Euclid High School,1500,0
107,Fusion / Fairfield Jr/Sr High School,1533,Varsity Singers / Huntington North High School,1512,1
108,Visions / Grenada High School,1532,Reveillon / Jackson Preparatory School,1504,0
109,New Creation / Marion High School,1532,Celebration Co. / Benton Community High School,1500,0
110,Varsity Singers / Huntington North High School,1531,Summit Sound / Bishop Dwenger High School,1517,0
111,Keynotes / Olentangy High School,1530,The All Americans / ETC School of Musical Arts,1706,0
112,Sound Dimension / Joplin High School,1529,Tiger Rhythm / Broken Arrow High School,1500,1
113,14 Karat Gold / Grand Island Northwest High School,1529,Oak Street Singers / Oak Park High School,1711,1
114,Synergy / Shelbyville High School,1529,Dimensions / Austin High School,1465,0
115,Northside Establishment / Davenport North High School,1528,InMotion / Mt. Pleasant Community High School,1579,1
116,Express / Lincoln East High School,1528,Harmonia Mundi / Bishop Heelan Catholic School,1558,0
117,Spotlighters / Craig High School,1527,Cardinal Singers / Mayville High School,1651,1
118,Express / Troy Buchanan High School,1526,Express / Dwight D. Eisenhower High School,1596,0
119,Flight / Wichita All-City,1523,Sudden Impact / Ottumwa High School,1439,0
120,Tiger Mystique / Broken Arrow High School,1522,Touch of Class / Joplin High School,1500,0
121,Sound FX / Los Alamitos High School,1520,N/A,-1,0
122,Midwest Express / Holmen High School,1520,Executive Session / Sauk Prairie High School,1590,0
123,The Music Machine / Bonita Vista High School,1519,N/A,-1,0
124,Sound Vibrations / Hart High School,1519,N/A,-1,0
125,Pure Elegance / Fairfield Senior High School,1518,The Company / Piqua High School,1500,0
126,Harmonia Mundi / Bishop Heelan Catholic School,1516,Light Inc. / Des Moines Christian School,1500,1
127,Just For Show / Midlothian High School,1516,Choraliers / Fairfield Senior High School,1690,0
128,Masquerade / Brea Olinda High School,1515,N/A,-1,0
129,Encores / Enterprise High School,1514,CenterStage! / Albertville High School,1522,1
130,Legacy / Wheeling High School,1513,Cardinal Singers / Mayville High School,1561,1
131,Warrior Express / Westside High School,1513,Revelation / Des Moines Roosevelt High School,1500,0
132,Imagination / West Jones High School,1513,Company / South Jones Jr/Sr High School,1500,1
133,Marquis / Diamond Bar High School,1511,N/A,-1,0
134,Express / Dwight D. Eisenhower High School,1510,Guys and Dolls / Brodhead High School,1500,0
135,High Impact / Matoaca High School,1509,Up Front / Matoaca High School,1500,1
136,Vocalmotive / Bemidji High School,1508,Friend de Coup / Mitchell High School,1685,0
137,Hi Fidelity / El Paso-Gridley High School,1508,Unlimited / Paxton-Buckley-Loda High School,1500,0
138,Light Inc. / Des Moines Christian School,1508,Summit Street Singers / Center Point-Urbana High School,1500,0
139,Pizzazz / Parkway Central High School,1505,Soundwave / Troy Buchanan High School,1500,0
140,Cardinal Singers / Mayville High School,1502,Executive Session / Sauk Prairie High School,1594,2
141,Sound Express / Carlsbad High School,1502,N/A,-1,0
142,Ignition / Valley High School,1502,Infinity / Des Moines Lincoln High School,1551,0
143,High Voltage / Cypress High School,1502,N/A,-1,0
144,9th Street Singers / Chase County High School,1500,Athenians / Gateway High School,1500,0
145,Royal Stewarts / Glendora High School,1500,N/A,-1,0
146,Magic / Manteno High School,1500,Charisma / Northrop High School,1500,1
147,Spotlight / Cosby High School,1495,VIBE / Daniel Hand High School,1680,0
148,Resonance / Lincoln Southwest High School,1495,Infinity / Millard North High School,1685,0
149,Capital Swing / Manchester High School,1495,Just For Show / Midlothian High School,1500,1
150,Rhapsody in Blue / Spain Park High School,1495,The Associate / Homewood High School,1500,0
151,Encore / Jackson Academy,1494,Center Stage / Oak Grove High School,1569,0
152,Celebration Co. / Benton Community High School,1494,High Voltage / Emmetsburg High School,1500,0
153,Class Royale / Homestead High School,1493,Knight Moves / Norwell High School,1526,0
154,Karisma Singers / Kokomo High School,1492,Red Hot Blues / New Castle High School,1500,0
155,Prismatic Sensations / Groton High School,1491,Royalty / Wahoo High School,1500,0
156,WD Forté / West Delaware High School,1491,Union Station / Union High School,1500,0
157,Choraliers / Edgewood High School,1489,St. C Singers / St. Clairsville High School,1500,0
158,Knight Moves / Norwell High School,1488,Rebel Rhapsody / Roncalli High School,1500,0
159,Spotlight Singers & Company / Brownsburg High School,1486,Fusion / Fairfield Jr/Sr High School,1500,0
160,Harding Singers / Marion Harding High School,1485,Pure Elegance / Fairfield Senior High School,1573,1
161,Up Front / Matoaca High School,1485,Jet Setters / Alliance High School,1500,0
162,Great Expectations / O'Fallon Township High School,1483,Cavaliers / Crete-Monee High School,1500,0
163,Minstrels / Bishop Luers High School,1483,Classic Connection / DeKalb High School,1662,0
164,South High Street Singers / Fort Atkinson High School,1482,Cardinal Singers / Mayville High School,1561,1
165,New Era / Churubusco Jr/Sr High School,1480,Varsity Singers / Huntington North High School,1512,0
166,Rhapsody In Blue / Hamilton High School,1478,Knight Moves / Norwell High School,1592,1
167,Charisma / Northrop High School,1477,Sandpipers / Chesterton High School,1500,1
168,Connection / Warren Central High School,1476,Fusion / Fairfield Jr/Sr High School,1584,0
169,Silver Connection / Monona Grove High School,1473,Executive Session / Sauk Prairie High School,1594,0
170,Noteables / Pekin Community High School,1473,InMotion / Mt. Pleasant Community High School,1579,0
171,Limited Edition / Beatrice High School,1473,N/A,-1,0
172,Good Time Company / Iowa City West High School,1471,AcaPella / Pella High School,1679,0
173,Knight Sounds / Lincoln Southeast High School,1470,N/A,-1,0
174,Countesses & Noblemen / Lincoln Southeast High School,1470,N/A,-1,0
175,Show Choir / Seaman High School,1470,N/A,-1,0
176,Connections / Lincoln High School,1470,N/A,-1,0
177,Explosion! / Omaha North High School,1470,N/A,-1,0
178,Drifters / Chesterton High School,1470,Expressions / Fairfield Jr/Sr High School,1500,0
179,Reveillon / Jackson Preparatory School,1469,Imagination / West Jones High School,1500,0
180,Esprit / Southwestern Jr/Sr High School,1466,Up Front / Matoaca High School,1500,0
181,Gold / Norris High School,1466,Express / Lincoln East High School,1564,0
182,Guys and Dolls / Brodhead High School,1465,Choralation / Milton High School,1500,0
183,River City Rhythm / Muscatine High School,1465,WD Forté / West Delaware High School,1500,0
184,Satin 'n Lace / Rock Bridge High School,1465,Music Makers / Harrisonville High School,1530,0
185,Music Makers / Harrisonville High School,1465,River City Revue / Hannibal High School,1500,0
186,High Impact / Herbert Hoover High School,1463,Chorale / South Charleston High School,1500,0
187,Hillside Singers / Pleasant Hill High School,1462,Oak Street Singers / Oak Park High School,1711,0
188,Sensations / Sumner-Fredericksburg High School,1461,Cloud 9 / Clayton Ridge High School,1500,0
189,Voices of Central / Keller Central High School,1461,N/A,-1,0
190,Northern Lights / Northridge High School,1461,Summit Sound / Bishop Dwenger High School,1517,1
191,Lights / Mundelein High School,1461,Magic / Manteno High School,1590,0
192,West Connection / Bellevue West High School,1460,Crimson & Black / LeMars Community High School,1500,0
193,West Connection / Davenport West High School,1460,Esprit / Wheaton Warrenville South High School,1500,0
194,Images / Morgantown High School,1460,Pop Singers / Jefferson High School,1500,0
195,The Company / Piqua High School,1459,Harding Singers / Marion Harding High School,1500,0
196,Premiers / Ben Davis High School,1459,Fusion / Fairfield Jr/Sr High School,1584,0
197,Soundwave / Carthage Senior High School,1459,Hillside Singers / Pleasant Hill High School,1535,0
198,Take II / Bellevue East High School,1457,N/A,-1,0
199,Sound Sensations / South Sioux City High School,1455,N/A,-1,0
200,KHS Pops / Kearney High School,1455,N/A,-1,0
201,The Ambassadors / Omaha South High School,1455,N/A,-1,0
202,Sound Revolution / Norwalk High School,1455,Rebelaires / Westwood Jr/Sr High School,1500,1
203,Jefferson Edition / Council Bluffs Jefferson High School,1455,Ensemble / Burke High School,1770,1
204,Rebelaires / Westwood Jr/Sr High School,1454,Crimson & Black / LeMars Community High School,1500,0
205,The Class Act / Logan High School,1454,Legacy / Wheeling High School,1504,0
206,South on Stage / Millard South High School,1449,N/A,-1,0
207,Illumination / Millard North High School,1449,N/A,-1,0
208,Impulse / Wahlert Catholic High School,1449,Cardinal Singers / Mayville High School,1561,0
209,Free Spirit / Papillion-La Vista High School,1448,Protégé / Cedar Rapids Kennedy High School,1500,0
210,Friends / Beavercreek High School,1445,Minstrels / Bishop Luers High School,1518,0
211,Red Hot Blues / New Castle High School,1444,Sound Wave / Twin Lakes High School,1500,0
212,Testostertones / Totino-Grace High School,1442,N/A,-1,0
213,Encores / Pike High School,1441,Surround Sound / Center Grove High School,1500,0
214,Summit Sound / Bishop Dwenger High School,1441,New Edition / Edgewood High School,1500,0
215,Vintage 2015 / Neenah High School,1440,Old Abe Show Choir / Memorial High School,1500,0
216,Soundwave / Troy Buchanan High School,1440,CHS Glee Club / Cathedral High School,1500,0
217,Surround Sound / Center Grove High School,1440,N/A,-1,0
218,Athenians / Gateway High School,1440,N/A,-1,0
219,Corporation / Lewis Central High School,1438,Rebelaires / Westwood Jr/Sr High School,1500,0
220,Synergy / Johnston High School,1436,N/A,-1,0
221,Visual Volume / Poca High School,1434,Vocal Intensity / Robert C. Byrd High School,1500,1
222,ENCORE! / Tantasqua Regional High School,1434,N/A,-1,0
223,Good Times / Martinsburg High School,1433,Images / Morgantown High School,1500,0
224,Focal Point / Prairie High School,1432,N/A,-1,0
225,Dimensions / Austin High School,1431,Rebel Rhapsody / Roncalli High School,1500,0
226,4th Avenue Jazz Company / Iowa City High School,1430,City Lights / Rock Bridge High School,1661,0
227,RAMification / Southeast Polk High School,1428,N/A,-1,0
228,Vintage 2016 / Neenah High School,1428,N/A,-1,0
229,New Edition / Edgewood High School,1427,N/A,-1,0
230,Royal Harmony / North Royalton High School,1427,N/A,-1,0
231,Upstage Revolution / Hastings High School,1427,N/A,-1,0
232,Lights Cameron, Action! / Cameron High School,1426,N/A,-1,0
233,Singers / Seward High School,1426,N/A,-1,0
234,Swingin' Saints / St. Thomas Aquinas High School,1426,N/A,-1,0
235,Scarlet Knights / Bishop Neumann High School,1426,N/A,-1,0
236,Spectrum / Pius X High School,1426,N/A,-1,0
237,Voices In Perfection / Capital High School,1426,Visual Volume / Poca High School,1487,0
238,Northern Lights / North St. Paul High School,1426,N/A,-1,0
239,The Current / Waconia High School,1426,N/A,-1,0
240,Modulations / El Paso-Gridley High School,1425,Sound Attraction / Williamsburg Jr/Sr High School,1500,0
241,Rhythm in Red / Vermillion High School,1425,N/A,-1,0
242,The Association / Van Buren High School,1424,Center Stage / Milton-Union High School,1500,0
243,Sound / Mundelein High School,1423,Innovation / New Prairie High School,1500,0
244,Titan Express / Papillion-La Vista South High School,1423,N/A,-1,0
245,Accents / Avon High School,1422,N/A,-1,0
246,Impressions / Bartlett High School,1422,N/A,-1,0
247,Electrify / Somerset Berkley Regional High School,1422,N/A,-1,0
248,Sound Impressions / Lowell High School,1422,N/A,-1,0
249,Northern Lights / Don Mills Collegiate Institute,1422,N/A,-1,0
250,High Frequency / Whitman Hanson Regional High School,1422,N/A,-1,0
251,High Heeled Harmony / Naperville North High School,1421,N/A,-1,0
252,Innovation / New Prairie High School,1420,N/A,-1,0
253,Sensations / Springfield Southeast High School,1420,N/A,-1,0
254,Christopher Jive and the Uptown 45 / West Branch High School,1419,Cloud 9 / Clayton Ridge High School,1500,0
255,Rave Revue / Ravenswood High School,1419,N/A,-1,0
256,Ovations / Opelika High School,1419,8th Street Singing Company / Tift County High School,1417,0
257,Heritage Singers / Franklin Community High School,1418,First Edition / Lafayette Jefferson High School,1500,0
258,Knight Scene / Thomas Dale High School,1417,N/A,-1,0
259,Eagle Express / Aberdeen Central High School,1417,Classic Connection / Sioux Falls Washington High School,1568,1
260,Choraliers / Arlington High School,1417,N/A,-1,0
261,Viva di Voce / Timberview High School,1417,N/A,-1,0
262,Falcon Pizzazz / Timber Creek High School,1417,N/A,-1,0
263,Harmony Gold / Walsh Jesuit High School,1417,N/A,-1,0
264,Mustang Express / Strongsville High School,1417,N/A,-1,0
265,Center Stage / Preble High School,1416,Old Abe Show Choir / Memorial High School,1500,0
266,Legacy / Donelson Christian Academy,1416,N/A,-1,0
267,Select Sound / Carroll High School,1416,N/A,-1,0
268,Pizzaz / Purvis High School,1415,N/A,-1,0
269,Gold Horizons / Northeast Jones Jr/Sr High School,1415,N/A,-1,0
270,Pop Singers / Jefferson High School,1414,N/A,-1,0
271,Visual Adrenaline / Ankeny High School,1414,Rhythm in Gold / Bloomington Kennedy High School,1556,0
272,Silver Streak / Fishers High School,1413,N/A,-1,0
273,Locomotion / Altoona High School,1413,N/A,-1,0
274,City Heat / Columbia City High School,1413,NHS Singers / Noblesville High School,1500,0
275,Prominent Rendition / Teays Valley High School,1412,N/A,-1,0
276,Rebel Rhapsody / Roncalli High School,1412,N/A,-1,0
277,CN CeNsation / Central Noble Jr/Sr High School,1412,N/A,-1,0
278,Swingsations / Carroll High School,1412,N/A,-1,0
279,Singers / Sullivan High School,1411,Swingsations / Mt. Zion High School,1589,1
280,Swingspan / Fort Madison High School,1410,N/A,-1,0
281,Vibrations / Keokuk High School,1410,N/A,-1,0
282,Opening Knight / South Dearborn High School,1410,N/A,-1,0
283,Uptown Girls / Millard West High School,1410,N/A,-1,0
284,Express / Onalaska High School,1410,N/A,-1,0
285,Dukes and Duchesses / York High School,1410,N/A,-1,0
286,Synergy / Hamilton High School,1410,N/A,-1,0
287,Pizazz / Parkview High School,1410,N/A,-1,0
288,Voices Unlimited / West Liberty High School,1410,N/A,-1,0
289,Back To Bass-ics / Andover High School,1410,N/A,-1,0
290,Pop Vox / Everett High School,1410,N/A,-1,0
291,Nothin' But Treble / Andover High School,1410,N/A,-1,0
292,Vocal Motion / Windsor Locks High School,1410,N/A,-1,0
293,Xhilaration / Xavier High School,1410,City Lights / Rock Bridge High School,1661,0
294,Expressions / Fairfield Jr/Sr High School,1410,N/A,-1,0
295,Choraliers / Reedsburg Area High School,1409,N/A,-1,0
296,Main Street / La Cueva High School,1408,N/A,-1,0
297,City Lights / Iowa City High School,1408,N/A,-1,0
298,Knight Lights / Northwest High School,1407,N/A,-1,0
299,The Associate / Homewood High School,1405,N/A,-1,0
300,Renaissance / Cleveland High School,1405,N/A,-1,0
301,From Start to Finish / Andover High School,1405,N/A,-1,0
302,Esprit / Wheaton Warrenville South High School,1404,N/A,-1,0
303,Encore / St. Joseph Central High School,1404,N/A,-1,0
304,Mixed Company / Prospect High School,1403,Silver Connection / Monona Grove High School,1493,0
305,CHS Glee Club / Cathedral High School,1403,N/A,-1,0
306,GleeCVI / Guelph Collegiate Vocational Institute,1403,N/A,-1,0
307,Touch of Class / Grove City High School,1403,Vocal Infusion / Anderson High School,1500,0
308,Sound Surge / Biloxi High School,1403,N/A,-1,0
309,Revolution / Gretna High School,1403,Spectrum / Pius X High School,1470,0
310,Adrenaline / South Hadley High School,1403,N/A,-1,0
311,Chorale / South Charleston High School,1403,N/A,-1,0
312,Premiere / Atlantic High School,1402,N/A,-1,0
313,NHS Singers / Noblesville High School,1402,N/A,-1,0
314,Touch of Class / Joplin High School,1402,N/A,-1,0
315,Vocal Motion / Mt. Vernon High School,1402,N/A,-1,0
316,Royal Pride / Norfolk Senior High School,1402,N/A,-1,0
317,First Edition / Lafayette Jefferson High School,1402,N/A,-1,0
318,Èlan / Auburn High School,1402,N/A,-1,0
319,Applause / Appling County High School,1402,N/A,-1,0
320,First Edition / Hudson High School,1402,N/A,-1,0
321,Cloud 9 / Clayton Ridge High School,1401,N/A,-1,0
322,Royalty / Wahoo High School,1401,N/A,-1,0
323,Music Unlimited / Waltham High School,1400,N/A,-1,0
324,Cavaliers / Crete-Monee High School,1400,N/A,-1,0
325,Faces / Crete-Monee High School,1400,N/A,-1,0
326,OnStage / John Hersey High School,1400,N/A,-1,0
327,Union Station / Union High School,1399,N/A,-1,0
328,Ninth Street Singers / Carrollton High School,1399,N/A,-1,0
329,Swingsingers / Batavia High School,1399,N/A,-1,0
330,A New Vision / East Noble High School,1398,Nova / Alan B. Shepard High School,1500,0
331,Warrior Ambition / Woodlan Jr/Sr High School,1398,N/A,-1,0
332,Vivace / Skutt Catholic High School,1397,N/A,-1,0
333,Vocal Intensity / Robert C. Byrd High School,1397,N/A,-1,0
334,Summit Street Singers / Center Point-Urbana High School,1397,Ninth Street Singers / Carrollton High School,1500,0
335,Center Stage / Milton-Union High School,1395,N/A,-1,0
336,Varsity Singers / Ada High School,1395,N/A,-1,0
337,Jet Setters / Alliance High School,1395,N/A,-1,0
338,Music Unlimited / Whitehall-Yearling High School,1395,N/A,-1,0
339,Sound Wave / Twin Lakes High School,1395,N/A,-1,0
340,Encore / Garrett High School,1395,N/A,-1,0
341,Elegance / Bishop Dwenger High School,1395,N/A,-1,0
342,RUSH / Ralston High School,1392,N/A,-1,0
343,Melodic Fusion / Riverside High School,1391,High Impact / Herbert Hoover High School,1500,0
344,Rush / Raymore-Peculiar Senior High School,1389,N/A,-1,0
345,Revolution / West Jones High School,1389,N/A,-1,0
346,Unlimited / Paxton-Buckley-Loda High School,1388,N/A,-1,0
347,New Direction / Hoopeston Area High School,1388,N/A,-1,0
348,Jefferson Connection / Bloomington Jefferson High School,1388,N/A,-1,0
349,Encore Entertainment Company / Medina High School,1387,N/A,-1,0
350,AristoCats / Tullahoma High School,1386,N/A,-1,0
351,Varsity Chorale / Euclid High School,1386,N/A,-1,0
352,Panache / Southmont Jr/Sr High School,1385,N/A,-1,0
353,Sensations / Watseka Community High School,1385,N/A,-1,0
354,Music Factory / Spirit Lake High School,1384,N/A,-1,0
355,Revelation / Des Moines Roosevelt High School,1383,N/A,-1,0
356,Singers / Lebanon High School,1383,N/A,-1,0
357,Crimson & Black / LeMars Community High School,1382,N/A,-1,0
358,Satisfaction / Sioux Center High School,1382,N/A,-1,0
359,Vocal Infusion / Anderson High School,1382,N/A,-1,0
360,Center Stage / Cassville High School,1381,N/A,-1,0
361,Side One / Indianola High School,1380,N/A,-1,0
362,Natural Selection / Sioux Falls Washington High School,1380,N/A,-1,0
363,Dimensions / Dowling Catholic High School,1380,N/A,-1,0
364,Sound Waves / South Side High School,1379,N/A,-1,0
365,Harbor Lights / Kecoughtan High School,1378,Debut / Mills E. Godwin High School,1500,0
366,Ultimate Image / Grand Island Senior High School,1378,N/A,-1,0
367,East Side Swingers / Bloomington Kennedy High School,1377,N/A,-1,0
368,10th Street Edition / Linn-Mar High School,1377,N/A,-1,0
369,Sound Attraction / Williamsburg Jr/Sr High School,1376,N/A,-1,0
370,Sudden Impact / Ottumwa High School,1375,Sound Revolution / Norwalk High School,1386,0
371,8th Street Singing Company / Tift County High School,1375,N/A,-1,0
372,Debut / Mills E. Godwin High School,1374,N/A,-1,0
373,High Voltage / Emmetsburg High School,1374,Light Inc. / Des Moines Christian School,1500,0
374,CENTRifugAL Force / Central Lee High School,1374,N/A,-1,0
375,Nova / Alan B. Shepard High School,1374,N/A,-1,0
376,Protégé / Cedar Rapids Kennedy High School,1373,N/A,-1,0
377,Singers / Oak Mountain High School,1370,N/A,-1,0
378,Impact / Sheldon High School,1369,N/A,-1,0
379,Company / South Jones Jr/Sr High School,1365,N/A,-1,0
380,Central Attraction / Pearl River Central High School,1364,N/A,-1,0
381,Adrenaline / Atchison High School,1364,N/A,-1,0
382,River City Revue / Hannibal High School,1362,N/A,-1,0
