rank,name,elo,bestWin,bestWinElo,GCs
39,Choralation / Valley High School,1929,Studio / Urbandale High School,2160,2
40,Magic / Carroll High School,1923,Spectrum / Ankeny Centennial High School,2149,5
41,Counterpoints / North Central High School,1914,Belles et Beaux / Plainfield High School,1873,1
42,Touch of Class / Grove City High School,1912,First Edition / Findlay High School,1942,2
43,Choraliers / Fairfield Senior High School,1911,Red Hot / Hurricane High School,1952,3
44,Electrum / Fishers High School,1908,Express / Troy Buchanan High School,2000,1
45,Accents / Avon High School,1903,Belles et Beaux / Plainfield High School,1899,5
46,Show Cards / Colerain High School,1899,N/A,-1,0
47,Riverside Company / Hastings High School,1893,The Classics / Wheaton Warrenville South High School,2054,2
48,Spotlight Singers & Company / Brownsburg High School,1882,Belles et Beaux / Plainfield High School,1875,1
49,Express / Troy Buchanan High School,1880,Sandpipers / Chesterton High School,1965,1
50,First Edition / Lafayette Jefferson High School,1880,Flight / Wheaton North High School,2002,3
51,Spectrum / Pius X High School,1879,Gold / Norris High School,1870,1
52,Singers / Webb City High School,1873,Trojanaires / Jenks High School,1750,4
53,Expressions / Buffalo Grove High School,1867,N/A,-1,0
54,VIBE / Daniel Hand High School,1855,Music Unlimited / Waltham High School,1848,3
55,Harmonia Mundi / Bishop Heelan Catholic School,1853,The Headliners / Sioux City East High School,2010,3
56,Music Unlimited / Waltham High School,1852,VIBE / Daniel Hand High School,1805,3
57,Rhythm In Gold / Bloomington Kennedy High School,1850,Executive Suite / Sioux Falls Roosevelt High School,1766,2
58,Side One / Indianola High School,1849,Studio / Urbandale High School,2160,1
59,Belles et Beaux / Plainfield High School,1844,Modulations / El Paso-Gridley High School,1865,1
60,Panache / Oliver Ames High School,1837,N/A,-1,0
61,Happiness Inc. / Cedar Rapids Kennedy High School,1830,The Ambassadors / Prairie High School,1877,2
62,Varsity Singers / Auburn High School,1828,Rhapsody In Blue / Spain Park High School,1516,0
63,Titanium / Papillion-La Vista South High School,1828,Riverside Company / Hastings High School,1967,1
64,Northside Establishment / Davenport North High School,1827,Riverside Company / Hastings High School,1914,2
65,The Company / Piqua High School,1827,First Edition / Findlay High School,1801,2
66,AcaPella / Pella High School,1818,Entourage / Naperville North High School,1886,0
67,In Sync / Burbank High School,1817,N/A,-1,0
68,14 Karat Gold / Grand Island Northwest High School,1814,Express / Lincoln East High School,2086,1
69,Modulations / El Paso-Gridley High School,1808,AcaPella / Pella High School,1775,2
70,Double Time / Excelsior Middle School,1807,Classic Edition / McKinley Middle School,1530,1
71,Executive Suite / Sioux Falls Roosevelt High School,1805,Eagle Express / Aberdeen Central High School,1688,1
72,Express / Lincoln East High School,1800,Corporation / Lewis Central High School,1778,1
73,Flight / Wichita All-City,1793,N/A,-1,0
74,Jam Session / De Pere High School,1792,Corporation / Lewis Central High School,1738,2
75,Blue Lights / Keller High School,1783,Voices of Central / Keller Central High School,1712,1
76,NHS Singers / Noblesville High School,1781,By Request / Loveland High School,1914,0
77,RAMification / Southeast Polk High School,1780,The Ambassadors / Prairie High School,1814,0
78,Power Company / Waconia High School,1773,The Classics / Wheaton Warrenville South High School,2054,1
79,Royal Rhapsody / Roncalli High School,1773,Central Sound / Lawrence Central High School,1611,1
80,Sound FX / Hanover High School,1771,N/A,-1,0
81,Light Inc. / Des Moines Christian School,1770,The Ambassadors / Prairie High School,1755,1
82,Rhythm in Gold / Bloomington Kennedy High School,1768,N/A,-1,0
83,First Edition / Findlay High School,1764,The Ambassadors / Prairie High School,1783,0
84,Minstrel Magic / Carroll High School,1761,N/A,-1,0
85,Vista Ridge Rhythm / Vista Ridge High School,1759,Ascension / Vista PEAK Preparatory,1813,1
86,adrENaline / Elkhorn North High School,1757,Gold / Norris High School,1792,2
87,By Request / Loveland High School,1755,First Edition / Findlay High School,1942,0
88,Swingsations / Mt. Zion High School,1753,Spotlight Singers & Company / Brownsburg High School,1884,1
89,Momentum / Cedar Rapids Washington High School,1753,Entourage / Naperville North High School,1886,0
90,The Ambassadors / Prairie High School,1751,Happiness Inc. / Cedar Rapids Kennedy High School,1866,1
91,Blackout / Elkhorn South High School,1743,Riverside Company / Hastings High School,1967,0
92,Executive Order / John F. Kennedy High School,1742,N/A,-1,0
93,Gold / Norris High School,1730,Equinox / Gretna East High School,1969,1
94,Entourage / Naperville North High School,1727,Swingsations / Mt. Zion High School,1844,0
95,Sandpipers / Chesterton High School,1725,Jam Session / De Pere High School,1828,0
96,Upstage Adrenaline / Sparta High School,1724,Sandpipers / Chesterton High School,1965,1
97,Radica / Briarwood Christian School,1719,Side One / Indianola High School,1896,0
98,The Ambassadors / Omaha South High School,1719,Express / Lincoln East High School,1953,0
99,Capital Swing / Manchester High School,1718,New Dimensions / Clover Hill High School,1744,0
100,Imagination / West Jones High School,1717,Sound Surge / Biloxi High School,1614,1
101,Sound Check / Waubonsie Valley High School,1716,Jam Session / De Pere High School,1828,0
102,Trojanaires / Jenks High School,1707,Voices of Central / Keller Central High School,1754,1
103,Premiers / Ben Davis High School,1707,Belles et Beaux / Plainfield High School,1873,2
104,Company of Singers / Totino-Grace High School,1705,Rhythm In Gold / Bloomington Kennedy High School,1941,1
105,4th Avenue Jazz Company / Iowa City High School,1703,Corporation / Lewis Central High School,1738,0
106,BV Singers / Blue Valley High School,1702,N/A,-1,0
107,Masquerade / Brea Olinda High School,1697,N/A,-1,0
108,Sound / Mundelein High School,1697,Vintage / Neenah High School,1538,1
109,River City Revolution / La Crosse High Schools,1696,Express / Troy Buchanan High School,2027,2
110,Ultimate Image / Grand Island Senior High School,1696,South on Stage / Millard South High School,1721,1
111,Sound Vibrations / Hart High School,1694,N/A,-1,0
112,Ascension / Vista PEAK Preparatory,1689,Audacity / Bridgeport Jr/Sr High School,1500,0
113,Evolution / American Leadership Academy,1688,N/A,-1,0
114,Infinity / Millard North High School,1687,Executive Suite / Sioux Falls Roosevelt High School,1823,0
115,Varsity Singers / Huntington North High School,1684,Visions / Buckeye Valley High School,1564,0
116,Voices in Motion / Duke Ellington School of the Arts,1684,N/A,-1,0
117,Sidney State of Mind / Sidney High School,1682,Ascension / Vista PEAK Preparatory,1813,0
118,Classic Connection / Sioux Falls Washington High School,1680,Spectrum / Pius X High School,1864,1
119,The Music Machine / Bonita Vista High School,1679,N/A,-1,0
120,Knight Scene / Thomas Dale High School,1679,High Impact / Matoaca High School,1655,0
121,Sound Express / Carlsbad High School,1677,N/A,-1,0
122,Corporation / Lewis Central High School,1668,Power Company / Waconia High School,1943,0
123,General Admission / Winfield High School,1665,Emerald Elegance / Winfield High School,1672,0
124,Athenians / Gateway High School,1663,N/A,-1,0
125,The Ambassadors / Northwest Rankin High School,1661,Encore / Jackson Academy,1768,1
126,Harmony in Motion / Douglas S. Freeman High School,1660,High Impact / Matoaca High School,1655,1
127,Good Time Company / Iowa City West High School,1658,Side One / Indianola High School,1932,1
128,Soundwave / Carthage Senior High School,1657,Gold / Norris High School,1792,0
129,Step on Stage / Horizon High School,1657,NHS Singers / Noblesville High School,1808,1
130,Tribe! / Keller High School,1657,N/A,-1,0
131,Chamber Singers / Blue Valley High School,1656,Swingsations / Mt. Zion High School,1981,2
132,Amherechos / Amherst County High School,1656,N/A,-1,0
133,Rouge / ETC School of Musical Arts,1653,Vocal Pointe / Columbus North High School,1445,0
134,Grand Central Station / La Crosse Central High School,1653,N/A,-1,0
135,Venus / Gateway High School,1651,N/A,-1,0
136,Marquis / Diamond Bar High School,1651,N/A,-1,0
137,Platinum FX / Chaparral High School,1650,N/A,-1,0
138,Keynotes / Olentangy High School,1649,By Request / Loveland High School,1785,0
139,UNCAGED / Hastings High School,1647,N/A,-1,0
140,Synergy / Tupelo High School,1646,The Ambassadors / Northwest Rankin High School,1713,0
141,Southern Accents / Lexington High School,1641,Sound Collage / El Dorado Springs High School,1516,1
142,Classic Illumination / Franklin Middle School,1639,N/A,-1,0
143,Class Royale / Homestead High School,1638,New Era / Churubusco Jr/Sr High School,1658,1
144,Satin 'n Lace / Rock Bridge High School,1637,N/A,-1,0
145,Rhythm / Vista Ridge High School,1630,N/A,-1,0
146,Vocalmotive / Bemidji High School,1628,Company of Singers / Totino-Grace High School,1710,0
147,Eagle Express / Aberdeen Central High School,1628,Legacy / Sioux Falls Jefferson High School,1486,0
148,Voices of Central / Keller Central High School,1627,Silver Elite / Legacy High School,1518,0
149,Emerald Elegance / Winfield High School,1626,General Admission / Winfield High School,1692,1
150,New Creation / Marion High School,1626,Good Time Company / Iowa City West High School,1733,1
151,Splash / Etobicoke School of the Arts,1626,N/A,-1,0
152,Pointe Singers / Grosse Pointe South High School,1625,N/A,-1,0
153,Resonance / Powhatan High School,1624,N/A,-1,0
154,South on Stage / Millard South High School,1624,Corporation / Lewis Central High School,1778,0
155,SpectrumPius X High School / undefined,1620,N/A,-1,0
156,Monarch Mirage / Mt. Eden High School,1620,N/A,-1,0
157,Royal Stewarts / Glendora High School,1618,N/A,-1,0
158,Southwest Effect / Fort Worth Southwest High School,1616,Voices of Central / Keller Central High School,1754,0
159,The Bell System / L.D. Bell High School,1615,Voices of Central / Keller Central High School,1712,0
160,Scarlet Knights / Bishop Neumann High School,1614,N/A,-1,0
161,Good Times / Martinsburg High School,1611,New Dimensions / Clover Hill High School,1744,1
162,Encores / Enterprise High School,1611,Ovations / Opelika High School,1473,0
163,Synergy / Johnston High School,1610,N/A,-1,0
164,Legacy / Lawrence North High School,1606,Premiers / Ben Davis High School,1718,0
165,Noteworthy / Oak Park and River Forest High School,1606,N/A,-1,0
166,Tiffany & Company / Brea Olinda High School,1605,N/A,-1,0
167,Starlights / Northridge High School,1605,N/A,-1,0
168,Vintage / Neenah High School,1600,Limited Edition / Tomah High School,1567,0
169,G Major / St. George's School of Montreal,1599,N/A,-1,0
170,Sound Surge / Biloxi High School,1599,Imagination / West Jones High School,1769,0
171,River City Revue / Hannibal High School,1598,Chamber Singers / Blue Valley High School,1678,1
172,Legacy / Ross High School,1593,High Impact / Herbert Hoover High School,1482,0
173,Vortex / Ankeny Centennial High School,1593,Eternal Rush / Ankeny Centennial High School,1536,0
174,SHOUT / Music Academy of Western New York,1592,N/A,-1,0
175,InMotion / Mt. Pleasant Community High School,1591,Center Stage / Davenport North High School,1500,1
176,Classic Edition / McKinley Middle School,1591,Ovation / Oak Ridge Middle School,1474,0
177,Momentum / Dallas Center-Grimes High School,1589,Light Inc. / Des Moines Christian School,1769,0
178,Knight Sensations / Castle High School,1589,Trojanaires / Jenks High School,1741,0
179,High Impact / Matoaca High School,1588,First Edition / Scranton High School,1560,1
180,Choraliers / Edgewood High School,1584,Legacy / Ross High School,1899,0
181,Show Choir / Columbus High School,1582,N/A,-1,0
182,8th Street Singing Company / Tift County High School,1582,N/A,-1,0
183,Knightingales / Castle High School,1580,N/A,-1,0
184,Underground / La Cueva High School,1580,N/A,-1,0
185,Encore / Jackson Academy,1579,Rhapsody In Blue / Spain Park High School,1531,0
186,Jefferson Connection / Bloomington Jefferson High School,1579,New Creation / Marion High School,1558,0
187,Express / Dwight D. Eisenhower High School,1578,Modulations / El Paso-Gridley High School,1850,1
188,Vision / New London High School,1578,Corporation / Lewis Central High School,1738,0
189,High Voltage / Cypress High School,1577,N/A,-1,0
190,Executive Session / Sauk Prairie High School,1575,Swingsations / Mt. Zion High School,1844,0
191,Uncaged / Hastings High School,1574,Voices 'N Harmony / Lincoln Northeast High School,1545,1
192,Pendletones / Pendleton Heights High School,1574,Choral Spectrum / South Windsor High School,1534,0
193,Jazz / Auburn Junior High School,1572,N/A,-1,0
194,Titan Fever / Glenwood High School,1570,Commotion / Oswego High School,1356,0
195,New Dimension / Noblesville High School,1570,N/A,-1,0
196,Swing Cats / Millard West High School,1567,N/A,-1,0
197,The Muses / Oak Mountain High School,1566,Rhapsody In Blue / Spain Park High School,1537,0
198,Girls in Heels / Waubonsie Valley High School,1566,N/A,-1,0
199,Gold Vibrancy / Aquinas High School,1564,N/A,-1,0
200,Forte / Aquinas High School,1564,N/A,-1,0
201,Finale / Edmond Santa Fe High School,1563,Sound Etc. / Durant High School,1500,1
202,Sound Express / Platte County High School,1562,River City Revue / Hannibal High School,1747,0
203,Pantheon / Fossil Ridge High School,1561,Uncaged / Hastings High School,1664,0
204,Attraction / Avon High School,1561,Emerald Elegance / Winfield High School,1672,0
205,Dynamix / Cheyenne Mountain High School,1560,N/A,-1,0
206,Vocal Thunder / Valley Vista High School,1560,Show Divas / Horizon High School,1500,0
207,Ignition / Valley High School,1557,River City Revolution / La Crosse High Schools,1769,0
208,The Swarm / Perrysburg High School,1557,N/A,-1,0
209,Backstage Broncos / Mustang High School,1556,N/A,-1,0
210,Sound Etc. / Durant High School,1556,Unmuteables / MacArthur High School,1500,0
211,Gold Horizons / Northeast Jones Jr/Sr High School,1555,N/A,-1,0
212,Sound Sensations / Grand Junction Central High School,1555,N/A,-1,0
213,Show Choir / Putnam City North High School,1554,N/A,-1,0
214,Varsity Chorale / Euclid High School,1553,St. C Singers / St. Clairsville High School,1633,3
215,Expressions / Whiteland Community High School,1553,N/A,-1,0
216,Royal Pride / Norfolk Senior High School,1550,N/A,-1,0
217,Encore Entertainment Company / Medina High School,1549,Prominent Rendition / Teays Valley High School,1329,0
218,Nova / Waukee High School,1549,N/A,-1,0
219,Choraliers / Reedsburg Area High School,1547,Northern Lights / North St. Paul High School,1552,1
220,Swingspan / Fort Madison High School,1547,Crimson & Black / Fort Madison High School,1500,0
221,Rhythm in Blue / Enid High School,1546,Finale / Edmond Santa Fe High School,1613,1
222,Ensemble / Burke High School,1546,N/A,-1,0
223,Iridescence / Clover Hill High School,1545,N/A,-1,0
224,Uptown / Millard West High School,1545,N/A,-1,0
225,South Spirit / Martinsburg South Middle School,1544,N/A,-1,0
226,Sound Revolution / Norwalk High School,1543,N/A,-1,0
227,Legacy / Sioux Falls Jefferson High School,1542,Off-Center Stage / Logan-Magnolia Jr/Sr High School,1536,1
228,Images / Morgantown High School,1542,N/A,-1,0
229,Titan Radiance / Papillion-La Vista South High School,1542,Excel / Elkhorn High School,1434,0
230,Free Spirit / Papillion-La Vista High School,1541,Chain Reaction / Lincoln High School,1452,1
231,Bellas / Brandon High School,1540,N/A,-1,0
232,Ladies Choice / Tift County High School,1539,N/A,-1,0
233,Center Stage / Marquette High School,1539,River City Revue / Hannibal High School,1747,0
234,Gleam / Milton Community Group,1538,N/A,-1,0
235,Aerodynamix / Timber Creek High School,1537,N/A,-1,0
236,Heritage Singers / Franklin Community High School,1535,Singers / Batesville High School,1500,0
237,Show Choir / Centre Stage Theatre School,1534,N/A,-1,0
238,Main Attraction / Chula Vista High School,1534,N/A,-1,0
239,Crescendo / Beaconsfield High School,1533,N/A,-1,0
240,Vocal Fusion / Richmond Hill High School,1533,N/A,-1,0
241,Act II / Edmond Memorial High School,1528,N/A,-1,0
242,Sound Waves / John Burroughs High School,1528,N/A,-1,0
243,Blue Impressions / Burbank High School,1528,N/A,-1,0
244,Spirit / Waukee High School,1528,N/A,-1,0
245,Dracarys / Round Rock High School,1527,N/A,-1,0
246,Storm / Liberty High School,1526,Good Time Company / Iowa City West High School,1733,0
247,Vintage 2018 / Neenah High School,1526,N/A,-1,0
248,Music Factory / Spirit Lake High School,1526,moMANtum / Bishop Heelan Catholic School,1500,0
249,Shockwave / Elkhorn South High School,1525,N/A,-1,0
250,Studio Singers / Omaha Northwest High School,1525,N/A,-1,0
251,Choralaires / Zionsville High School,1524,N/A,-1,0
252,Class Act / Grove City High School,1523,Vocal Intensity / Robert C. Byrd High School,1516,0
253,Vocal Eclipse / Central City High School,1522,N/A,-1,0
254,Central Sound / Lawrence Central High School,1521,Rhythm Masters / Whiteland Community High School,1577,0
255,Classix / St. Albans High School,1521,N/A,-1,0
256,Showcats / Nitro High School,1516,First Edition / Scranton High School,1611,0
257,Sound Advice / Johnston Middle School,1516,Flip Side / Indianola High School,1500,0
258,Tonality / Island Community Group,1516,N/A,-1,0
259,Synergy / Unionville High School,1514,N/A,-1,0
260,Encore / Pacifica High School,1513,N/A,-1,0
261,Paradigm / Hoover High School,1513,CenterStage! / Albertville High School,1437,1
262,Encore Singers / Jay M. Robinson Middle School,1512,N/A,-1,0
263,HLX / Helix High School,1511,N/A,-1,0
264,Aurora / Waukee Northwest High School,1510,N/A,-1,0
265,New Era / Churubusco Jr/Sr High School,1510,Legacy / Ross High School,1899,1
266,Impressions / Burbank High School,1509,N/A,-1,0
267,Rhapsody In Blue / Spain Park High School,1508,The Allure / Northwest Rankin High School,1391,0
268,Bull City Lights / Voyager Academy,1507,N/A,-1,0
269,Show Choir / Mitchell High School,1507,N/A,-1,0
270,Howlin' Huskies / William A. Hough High School,1507,N/A,-1,0
271,Grand Finale / Rome High School,1507,Syndicated Sound / Tarpon Springs High School,1500,1
272,Executive OrderJohn F. Kennedy High School / undefined,1506,N/A,-1,0
273,Falcon Legacy / Falcon High School,1506,N/A,-1,0
274,Sound SensationsGrand Junction Central High School / undefined,1505,N/A,-1,0
275,Soundwave / Peoria Area Performing Arts Studio,1505,N/A,-1,0
276,Pizzazz / Parkway Central High School,1504,N/A,-1,0
277,Rhythm Express / Fairfield Middle School,1503,N/A,-1,0
278,FAME / FAME School of Performing Arts,1503,N/A,-1,0
279,Northern Lights / North Torrance High School,1503,N/A,-1,0
280,First Edition / Scranton High School,1503,The Association / Van Buren High School,1428,0
281,Show Choir / Oxford Academy,1501,N/A,-1,0
282,Melodies of Gold / Golden Valley High School,1501,N/A,-1,0
283,Showstoppers / Triton High School,1501,N/A,-1,0
284,Harmony In Motion / West Brunswick High School,1501,N/A,-1,0
285,Show Choir / Northeast Guilford High School,1501,N/A,-1,0
286,Rhapsody / Rangeview High School,1500,N/A,-1,0
287,Chromatics / Rangeview High School,1500,N/A,-1,0
288,PowerhouseJohn Burroughs High School / undefined,1500,N/A,-1,0
289,In SyncBurbank High School / undefined,1500,N/A,-1,0
290,MasqueradeBrea Olinda High School / undefined,1500,N/A,-1,0
291,Show Choir / Mt. Desert Island High School,1500,N/A,-1,0
292,Voices Unlimited / Hampden Academy,1500,N/A,-1,0
293,Showformance / Lake Norman High School,1500,N/A,-1,0
294,Show Choir / Atkins Academic & Technology High School,1500,N/A,-1,0
295,Hornet Harmony / Hillside High School,1500,N/A,-1,0
296,Perfect Intentions / Overhills High School,1500,N/A,-1,0
297,Show Choir / Brunswick Early College High School,1500,N/A,-1,0
298,Doo-WAHS / Western Alamance High School,1500,N/A,-1,0
299,Royal StewartsGlendora High School / undefined,1500,N/A,-1,0
300,MarquisDiamond Bar High School / undefined,1500,N/A,-1,0
301,Class Act / Oak Mountain Middle School,1500,N/A,-1,0
302,Platinum FXChaparral High School / undefined,1500,N/A,-1,0
303,UpBeat! / Walter Reed Middle School,1500,N/A,-1,0
304,Imaginations / John Muir Middle School,1500,N/A,-1,0
305,Encore! / Travis Ranch Middle School,1500,N/A,-1,0
306,New Beginnings / Harris Road Middle School,1500,N/A,-1,0
307,Show Choir / Seventy-First Classical Middle School,1500,N/A,-1,0
308,Show Choir / Hanes Magnet School,1500,N/A,-1,0
309,Show Choir / Mt. Airy Middle School,1500,N/A,-1,0
310,Raider Show Choir / Randolph Middle School,1500,N/A,-1,0
311,EncorePacifica High School / undefined,1500,N/A,-1,0
312,High VoltageCypress High School / undefined,1500,N/A,-1,0
313,InfusionJohn A. Rowland High School / undefined,1500,N/A,-1,0
314,Velocity / Waukee Trailridge School,1500,N/A,-1,0
315,Show Divas / Horizon High School,1500,Tempest / Valley Vista High School,1500,0
316,Singers / Sidney High School,1500,N/A,-1,0
317,Sound FX / Mundelein High School,1498,N/A,-1,0
318,Patriot Edition / Jay County High School,1497,New Era / Churubusco Jr/Sr High School,1658,0
319,Central Attraction / Pearl River Central High School,1497,N/A,-1,0
320,Perpetual Motion / Ankeny High School,1497,N/A,-1,0
321,Bel Canto Bulldogs / Doddridge County High School,1497,N/A,-1,0
322,Chain Reaction / Lincoln High School,1496,Ambience / Lincoln Southwest High School,1409,0
323,New Score Singers / Smith-Cotton High School,1496,River City Revue / Hannibal High School,1747,1
324,Chorale / Gahanna Lincoln High School,1495,N/A,-1,0
325,Rhapsody in Blue / Spain Park High School,1495,N/A,-1,0
326,Mountain MelodiesFruita Monument High School / undefined,1495,N/A,-1,0
327,Simply Irresistible / Westside High School,1495,N/A,-1,0
328,Delegation / Danville High School,1494,N/A,-1,0
329,Heat Wave / Hurricane High School,1494,Showcats / Nitro High School,1546,0
330,Pure Elegance / Fairfield Senior High School,1493,Legacy / Ross High School,1692,0
331,Intensity / Millard North High School,1493,N/A,-1,0
332,Gold Dust / Holdrege High School,1492,N/A,-1,0
333,Harmonics / Alliance High School,1492,N/A,-1,0
334,Vivace / Skutt Catholic High School,1491,Monarchy / Papillion-La Vista High School,1414,1
335,HighLeit / DeKalb School of the Arts,1491,N/A,-1,0
336,Ovation / Oak Ridge Middle School,1490,Eclipse / Regis Middle School,1435,0
337,Gold Dynamics / Seward High School,1490,N/A,-1,0
338,Vintage 2016 / Neenah High School,1490,N/A,-1,0
339,Sound Dimension / Joplin High School,1490,Saintsations / St. Thomas Aquinas High School,1500,0
340,Eternal Rush / Ankeny Centennial High School,1490,N/A,-1,0
341,Vivant / Naperville North High School,1489,N/A,-1,0
342,Pop Singers / Jefferson High School,1488,New Dimensions / Clover Hill High School,1744,1
343,Choral Spectrum / South Windsor High School,1486,From Start to Finish / Andover High School,1366,0
344,Chromatics / Thomas Wootton High School,1485,N/A,-1,0
345,Surround Sound / Center Grove High School,1485,N/A,-1,0
346,Vocal Motion / Bradley Central High School,1485,N/A,-1,0
347,Prestige / Hamilton High School,1484,N/A,-1,0
348,Neo Classic / Harding Middle School,1483,N/A,-1,0
349,City Lights / Midlothian High School,1483,Madz / Mechanicsville High School,1461,0
350,Crown Point Majestics / Omaha Northwest High School,1483,N/A,-1,0
351,Neptune's Angels / Columbus High School,1481,N/A,-1,0
352,Dynamix / Lincoln Northeast High School,1481,N/A,-1,0
353,Baker's Dozen / Columbus High School,1481,N/A,-1,0
354,New World Singers / Columbus High School,1481,N/A,-1,0
355,Harmony / Green Ridge High School,1481,Sound Collage / El Dorado Springs High School,1516,0
356,Red Hot Blues / New Castle High School,1480,Knight Rhythms / East Noble High School,1368,1
357,Dynamic Edition / Hastings High School,1478,N/A,-1,0
358,Royal Blues / Centennial Jr/Sr High School,1478,N/A,-1,0
359,Celebration Co. / Benton Community High School,1477,Swingspan / Fort Madison High School,1590,0
360,Savage Sound FX / Savannah High School,1477,N/A,-1,0
361,Rhythm Masters / Whiteland Community High School,1477,N/A,-1,0
362,Vitality / Urbandale High School,1477,N/A,-1,0
363,The Class Act / Logan High School,1477,N/A,-1,0
364,Limited Edition / Tomah High School,1476,Northern Lights / North St. Paul High School,1459,0
365,Rhythmaires / Indian Creek High School,1476,N/A,-1,0
366,Thunderstruck / Edmond Heartland Middle School,1475,N/A,-1,0
367,South Singers / Grosse Pointe South High School,1475,N/A,-1,0
368,Aspyre / Vista PEAK Preparatory,1475,N/A,-1,0
369,Synergy / Hamilton High School,1474,Silver Dimension / Monona Grove High School,1500,0
370,Choraliers / Arlington High School,1473,N/A,-1,0
371,In Step / Linn-Mar High School,1472,Swingspan / Fort Madison High School,1606,0
372,Friends / Beavercreek High School,1472,Northern Lights / Northridge High School,1419,0
373,Momentum / Marian High School,1471,N/A,-1,0
374,Ambassadors / Clinton Junior High School,1471,N/A,-1,0
375,Broadway Bound / Boulder Creek High School,1471,N/A,-1,0
376,Musicale / McNeil High School,1471,N/A,-1,0
377,Encores / Pike High School,1471,N/A,-1,0
378,Valley Voices / Grain Valley High School,1470,N/A,-1,0
379,Show Choir / Seaman High School,1470,N/A,-1,0
380,Studio SingersOmaha Northwest High School / undefined,1470,N/A,-1,0
381,Countesses & NoblemenLincoln Southeast High School / undefined,1470,N/A,-1,0
382,New World SingersColumbus High School / undefined,1470,N/A,-1,0
383,Show ChoirSeaman High School / undefined,1470,N/A,-1,0
384,Reveille / Madison Central High School,1469,N/A,-1,0
385,Showtime / Edmond Sequoyah Middle School,1469,N/A,-1,0
386,Act 1 / Edmond Central Middle School,1469,N/A,-1,0
387,Opening Knight / South Dearborn High School,1469,Encore Entertainment Company / Medina High School,1655,0
388,Charisma / Northrop High School,1468,Class Royale / Homestead High School,1587,0
389,Center Stage / Oak Grove High School,1468,N/A,-1,0
390,Leading Ladies / Rolling Meadows High School,1466,N/A,-1,0
391,Silver Elite / Legacy High School,1464,N/A,-1,0
392,Vintage 2017 / Neenah High School,1464,N/A,-1,0
393,Bridge Street Singers / St. Francis High School,1463,Momentum / Aspire Music Academy,1500,0
394,Rhapsody / McNeil High School,1463,N/A,-1,0
395,Aviation / Lincoln Northwest High School,1462,N/A,-1,0
396,WD Forté / West Delaware High School,1462,N/A,-1,0
